"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"13310",2006-07-01,"2006","Below Affordability Standard",4155,"Core Housing Need","Housing Standards"
"13310",2006-07-01,"2006","Below Adequacy Standard",990,"Core Housing Need","Housing Standards"
"13310",2006-07-01,"2006","Below Suitability Standard",400,"Core Housing Need","Housing Standards"
"13310",2006-07-01,"2006","Below One or More Housing Standards",4580,"Core Housing Need","Housing Standards"
"13310",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"13310",2006-07-01,"2006","Total",4580,"Core Housing Need","Housing Standards"
"13310",2011-07-01,"2011","Below Affordability Standard",5060,"Core Housing Need","Housing Standards"
"13310",2011-07-01,"2011","Below Adequacy Standard",955,"Core Housing Need","Housing Standards"
"13310",2011-07-01,"2011","Below Suitability Standard",310,"Core Housing Need","Housing Standards"
"13310",2011-07-01,"2011","Below One or More Housing Standards",5435,"Core Housing Need","Housing Standards"
"13310",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"13310",2011-07-01,"2011","Total",5435,"Core Housing Need","Housing Standards"
"13310",2016-07-01,"2016","Below Affordability Standard",4150,"Core Housing Need","Housing Standards"
"13310",2016-07-01,"2016","Below Adequacy Standard",840,"Core Housing Need","Housing Standards"
"13310",2016-07-01,"2016","Below Suitability Standard",240,"Core Housing Need","Housing Standards"
"13310",2016-07-01,"2016","Below One or More Housing Standards",4555,"Core Housing Need","Housing Standards"
"13310",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"13310",2016-07-01,"2016","Total",4550,"Core Housing Need","Housing Standards"
"13310",2021-07-01,"2021","Below Affordability Standard",3135,"Core Housing Need","Housing Standards"
"13310",2021-07-01,"2021","Below Adequacy Standard",605,"Core Housing Need","Housing Standards"
"13310",2021-07-01,"2021","Below Suitability Standard",135,"Core Housing Need","Housing Standards"
"13310",2021-07-01,"2021","Below One or More Housing Standards",3390,"Core Housing Need","Housing Standards"
"13310",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"13310",2021-07-01,"2021","Total",3390,"Core Housing Need","Housing Standards"
