"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"35567",2006-07-01,"2006","Below Affordability Standard",1090,"Core Housing Need","Housing Standards"
"35567",2006-07-01,"2006","Below Adequacy Standard",150,"Core Housing Need","Housing Standards"
"35567",2006-07-01,"2006","Below Suitability Standard",45,"Core Housing Need","Housing Standards"
"35567",2006-07-01,"2006","Below One or More Housing Standards",1110,"Core Housing Need","Housing Standards"
"35567",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"35567",2006-07-01,"2006","Total",1105,"Core Housing Need","Housing Standards"
"35567",2011-07-01,"2011","Below Affordability Standard",1290,"Core Housing Need","Housing Standards"
"35567",2011-07-01,"2011","Below Adequacy Standard",180,"Core Housing Need","Housing Standards"
"35567",2011-07-01,"2011","Below Suitability Standard",80,"Core Housing Need","Housing Standards"
"35567",2011-07-01,"2011","Below One or More Housing Standards",1325,"Core Housing Need","Housing Standards"
"35567",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"35567",2011-07-01,"2011","Total",1320,"Core Housing Need","Housing Standards"
"35567",2016-07-01,"2016","Below Affordability Standard",1520,"Core Housing Need","Housing Standards"
"35567",2016-07-01,"2016","Below Adequacy Standard",190,"Core Housing Need","Housing Standards"
"35567",2016-07-01,"2016","Below Suitability Standard",60,"Core Housing Need","Housing Standards"
"35567",2016-07-01,"2016","Below One or More Housing Standards",1595,"Core Housing Need","Housing Standards"
"35567",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"35567",2016-07-01,"2016","Total",1595,"Core Housing Need","Housing Standards"
"35567",2021-07-01,"2021","Below Affordability Standard",1255,"Core Housing Need","Housing Standards"
"35567",2021-07-01,"2021","Below Adequacy Standard",185,"Core Housing Need","Housing Standards"
"35567",2021-07-01,"2021","Below Suitability Standard",40,"Core Housing Need","Housing Standards"
"35567",2021-07-01,"2021","Below One or More Housing Standards",1340,"Core Housing Need","Housing Standards"
"35567",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"35567",2021-07-01,"2021","Total",1340,"Core Housing Need","Housing Standards"
