"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"48850",2006-07-01,"2006","Below Affordability Standard",4065,"Core Housing Need","Housing Standards"
"48850",2006-07-01,"2006","Below Adequacy Standard",1335,"Core Housing Need","Housing Standards"
"48850",2006-07-01,"2006","Below Suitability Standard",1255,"Core Housing Need","Housing Standards"
"48850",2006-07-01,"2006","Below One or More Housing Standards",6120,"Core Housing Need","Housing Standards"
"48850",2006-07-01,"2006","Above Standards",18455,"Core Housing Need","Housing Standards"
"48850",2006-07-01,"2006","Total",24575,"Core Housing Need","Housing Standards"
"48850",2011-07-01,"2011","Below Affordability Standard",3915,"Core Housing Need","Housing Standards"
"48850",2011-07-01,"2011","Below Adequacy Standard",1075,"Core Housing Need","Housing Standards"
"48850",2011-07-01,"2011","Below Suitability Standard",795,"Core Housing Need","Housing Standards"
"48850",2011-07-01,"2011","Below One or More Housing Standards",5450,"Core Housing Need","Housing Standards"
"48850",2011-07-01,"2011","Above Standards",14810,"Core Housing Need","Housing Standards"
"48850",2011-07-01,"2011","Total",20260,"Core Housing Need","Housing Standards"
"48850",2016-07-01,"2016","Below Affordability Standard",4070,"Core Housing Need","Housing Standards"
"48850",2016-07-01,"2016","Below Adequacy Standard",1055,"Core Housing Need","Housing Standards"
"48850",2016-07-01,"2016","Below Suitability Standard",800,"Core Housing Need","Housing Standards"
"48850",2016-07-01,"2016","Below One or More Housing Standards",5585,"Core Housing Need","Housing Standards"
"48850",2016-07-01,"2016","Above Standards",17420,"Core Housing Need","Housing Standards"
"48850",2016-07-01,"2016","Total",23005,"Core Housing Need","Housing Standards"
"48850",2021-07-01,"2021","Below Affordability Standard",5080,"Core Housing Need","Housing Standards"
"48850",2021-07-01,"2021","Below Adequacy Standard",1190,"Core Housing Need","Housing Standards"
"48850",2021-07-01,"2021","Below Suitability Standard",970,"Core Housing Need","Housing Standards"
"48850",2021-07-01,"2021","Below One or More Housing Standards",6720,"Core Housing Need","Housing Standards"
"48850",2021-07-01,"2021","Above Standards",17555,"Core Housing Need","Housing Standards"
"48850",2021-07-01,"2021","Total",24275,"Core Housing Need","Housing Standards"
