"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"46610",2006-07-01,"2006","Below Affordability Standard",44.9,"Core Housing Need","Housing Standards"
"46610",2006-07-01,"2006","Below Adequacy Standard",25.2,"Core Housing Need","Housing Standards"
"46610",2006-07-01,"2006","Below Suitability Standard",14.3,"Core Housing Need","Housing Standards"
"46610",2006-07-01,"2006","Below One or More Housing Standards",32.4,"Core Housing Need","Housing Standards"
"46610",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"46610",2006-07-01,"2006","Total",8.4,"Core Housing Need","Housing Standards"
"46610",2011-07-01,"2011","Below Affordability Standard",39.7,"Core Housing Need","Housing Standards"
"46610",2011-07-01,"2011","Below Adequacy Standard",17.7,"Core Housing Need","Housing Standards"
"46610",2011-07-01,"2011","Below Suitability Standard",17.5,"Core Housing Need","Housing Standards"
"46610",2011-07-01,"2011","Below One or More Housing Standards",27.6,"Core Housing Need","Housing Standards"
"46610",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"46610",2011-07-01,"2011","Total",6.9,"Core Housing Need","Housing Standards"
"46610",2016-07-01,"2016","Below Affordability Standard",41.6,"Core Housing Need","Housing Standards"
"46610",2016-07-01,"2016","Below Adequacy Standard",18.1,"Core Housing Need","Housing Standards"
"46610",2016-07-01,"2016","Below Suitability Standard",20.8,"Core Housing Need","Housing Standards"
"46610",2016-07-01,"2016","Below One or More Housing Standards",31.1,"Core Housing Need","Housing Standards"
"46610",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"46610",2016-07-01,"2016","Total",7.7,"Core Housing Need","Housing Standards"
"46610",2021-07-01,"2021","Below Affordability Standard",37.4,"Core Housing Need","Housing Standards"
"46610",2021-07-01,"2021","Below Adequacy Standard",17,"Core Housing Need","Housing Standards"
"46610",2021-07-01,"2021","Below Suitability Standard",18.9,"Core Housing Need","Housing Standards"
"46610",2021-07-01,"2021","Below One or More Housing Standards",27.4,"Core Housing Need","Housing Standards"
"46610",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"46610",2021-07-01,"2021","Total",6.5,"Core Housing Need","Housing Standards"
