"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"35516",2006-07-01,"2006","Below Affordability Standard",515,"Core Housing Need","Housing Standards"
"35516",2006-07-01,"2006","Below Adequacy Standard",430,"Core Housing Need","Housing Standards"
"35516",2006-07-01,"2006","Below Suitability Standard",195,"Core Housing Need","Housing Standards"
"35516",2006-07-01,"2006","Below One or More Housing Standards",1030,"Core Housing Need","Housing Standards"
"35516",2006-07-01,"2006","Above Standards",4240,"Core Housing Need","Housing Standards"
"35516",2006-07-01,"2006","Total",5270,"Core Housing Need","Housing Standards"
"35516",2011-07-01,"2011","Below Affordability Standard",400,"Core Housing Need","Housing Standards"
"35516",2011-07-01,"2011","Below Adequacy Standard",395,"Core Housing Need","Housing Standards"
"35516",2011-07-01,"2011","Below Suitability Standard",100,"Core Housing Need","Housing Standards"
"35516",2011-07-01,"2011","Below One or More Housing Standards",840,"Core Housing Need","Housing Standards"
"35516",2011-07-01,"2011","Above Standards",5060,"Core Housing Need","Housing Standards"
"35516",2011-07-01,"2011","Total",5900,"Core Housing Need","Housing Standards"
"35516",2016-07-01,"2016","Below Affordability Standard",675,"Core Housing Need","Housing Standards"
"35516",2016-07-01,"2016","Below Adequacy Standard",470,"Core Housing Need","Housing Standards"
"35516",2016-07-01,"2016","Below Suitability Standard",120,"Core Housing Need","Housing Standards"
"35516",2016-07-01,"2016","Below One or More Housing Standards",1175,"Core Housing Need","Housing Standards"
"35516",2016-07-01,"2016","Above Standards",5085,"Core Housing Need","Housing Standards"
"35516",2016-07-01,"2016","Total",6260,"Core Housing Need","Housing Standards"
"35516",2021-07-01,"2021","Below Affordability Standard",545,"Core Housing Need","Housing Standards"
"35516",2021-07-01,"2021","Below Adequacy Standard",395,"Core Housing Need","Housing Standards"
"35516",2021-07-01,"2021","Below Suitability Standard",135,"Core Housing Need","Housing Standards"
"35516",2021-07-01,"2021","Below One or More Housing Standards",990,"Core Housing Need","Housing Standards"
"35516",2021-07-01,"2021","Above Standards",5730,"Core Housing Need","Housing Standards"
"35516",2021-07-01,"2021","Total",6720,"Core Housing Need","Housing Standards"
