"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"48835",2006-07-01,"2006","Below Affordability Standard",49.6,"Core Housing Need","Housing Standards"
"48835",2006-07-01,"2006","Below Adequacy Standard",23.6,"Core Housing Need","Housing Standards"
"48835",2006-07-01,"2006","Below Suitability Standard",22.3,"Core Housing Need","Housing Standards"
"48835",2006-07-01,"2006","Below One or More Housing Standards",38,"Core Housing Need","Housing Standards"
"48835",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"48835",2006-07-01,"2006","Total",10.6,"Core Housing Need","Housing Standards"
"48835",2011-07-01,"2011","Below Affordability Standard",49.9,"Core Housing Need","Housing Standards"
"48835",2011-07-01,"2011","Below Adequacy Standard",25.7,"Core Housing Need","Housing Standards"
"48835",2011-07-01,"2011","Below Suitability Standard",23,"Core Housing Need","Housing Standards"
"48835",2011-07-01,"2011","Below One or More Housing Standards",38.5,"Core Housing Need","Housing Standards"
"48835",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"48835",2011-07-01,"2011","Total",11.3,"Core Housing Need","Housing Standards"
"48835",2016-07-01,"2016","Below Affordability Standard",57,"Core Housing Need","Housing Standards"
"48835",2016-07-01,"2016","Below Adequacy Standard",25.8,"Core Housing Need","Housing Standards"
"48835",2016-07-01,"2016","Below Suitability Standard",30.8,"Core Housing Need","Housing Standards"
"48835",2016-07-01,"2016","Below One or More Housing Standards",44.8,"Core Housing Need","Housing Standards"
"48835",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"48835",2016-07-01,"2016","Total",12.3,"Core Housing Need","Housing Standards"
"48835",2021-07-01,"2021","Below Affordability Standard",47,"Core Housing Need","Housing Standards"
"48835",2021-07-01,"2021","Below Adequacy Standard",22,"Core Housing Need","Housing Standards"
"48835",2021-07-01,"2021","Below Suitability Standard",17.7,"Core Housing Need","Housing Standards"
"48835",2021-07-01,"2021","Below One or More Housing Standards",36.5,"Core Housing Need","Housing Standards"
"48835",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"48835",2021-07-01,"2021","Total",10.6,"Core Housing Need","Housing Standards"
