"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"24480",2006-07-01,"2006","Below Affordability Standard",2095,"Core Housing Need","Housing Standards"
"24480",2006-07-01,"2006","Below Adequacy Standard",885,"Core Housing Need","Housing Standards"
"24480",2006-07-01,"2006","Below Suitability Standard",335,"Core Housing Need","Housing Standards"
"24480",2006-07-01,"2006","Below One or More Housing Standards",3105,"Core Housing Need","Housing Standards"
"24480",2006-07-01,"2006","Above Standards",9820,"Core Housing Need","Housing Standards"
"24480",2006-07-01,"2006","Total",12925,"Core Housing Need","Housing Standards"
"24480",2011-07-01,"2011","Below Affordability Standard",1975,"Core Housing Need","Housing Standards"
"24480",2011-07-01,"2011","Below Adequacy Standard",1135,"Core Housing Need","Housing Standards"
"24480",2011-07-01,"2011","Below Suitability Standard",350,"Core Housing Need","Housing Standards"
"24480",2011-07-01,"2011","Below One or More Housing Standards",3105,"Core Housing Need","Housing Standards"
"24480",2011-07-01,"2011","Above Standards",10455,"Core Housing Need","Housing Standards"
"24480",2011-07-01,"2011","Total",13555,"Core Housing Need","Housing Standards"
"24480",2016-07-01,"2016","Below Affordability Standard",2140,"Core Housing Need","Housing Standards"
"24480",2016-07-01,"2016","Below Adequacy Standard",1000,"Core Housing Need","Housing Standards"
"24480",2016-07-01,"2016","Below Suitability Standard",245,"Core Housing Need","Housing Standards"
"24480",2016-07-01,"2016","Below One or More Housing Standards",3145,"Core Housing Need","Housing Standards"
"24480",2016-07-01,"2016","Above Standards",11190,"Core Housing Need","Housing Standards"
"24480",2016-07-01,"2016","Total",14335,"Core Housing Need","Housing Standards"
"24480",2021-07-01,"2021","Below Affordability Standard",1675,"Core Housing Need","Housing Standards"
"24480",2021-07-01,"2021","Below Adequacy Standard",885,"Core Housing Need","Housing Standards"
"24480",2021-07-01,"2021","Below Suitability Standard",255,"Core Housing Need","Housing Standards"
"24480",2021-07-01,"2021","Below One or More Housing Standards",2680,"Core Housing Need","Housing Standards"
"24480",2021-07-01,"2021","Above Standards",12165,"Core Housing Need","Housing Standards"
"24480",2021-07-01,"2021","Total",14840,"Core Housing Need","Housing Standards"
