"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"35501",2006-07-01,"2006","Below Affordability Standard",62.1,"Core Housing Need","Housing Standards"
"35501",2006-07-01,"2006","Below Adequacy Standard",26.2,"Core Housing Need","Housing Standards"
"35501",2006-07-01,"2006","Below Suitability Standard",37.5,"Core Housing Need","Housing Standards"
"35501",2006-07-01,"2006","Below One or More Housing Standards",50.6,"Core Housing Need","Housing Standards"
"35501",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"35501",2006-07-01,"2006","Total",16.1,"Core Housing Need","Housing Standards"
"35501",2011-07-01,"2011","Below Affordability Standard",52.6,"Core Housing Need","Housing Standards"
"35501",2011-07-01,"2011","Below Adequacy Standard",22,"Core Housing Need","Housing Standards"
"35501",2011-07-01,"2011","Below Suitability Standard",33.5,"Core Housing Need","Housing Standards"
"35501",2011-07-01,"2011","Below One or More Housing Standards",40.6,"Core Housing Need","Housing Standards"
"35501",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"35501",2011-07-01,"2011","Total",12.9,"Core Housing Need","Housing Standards"
"35501",2016-07-01,"2016","Below Affordability Standard",59.1,"Core Housing Need","Housing Standards"
"35501",2016-07-01,"2016","Below Adequacy Standard",30.6,"Core Housing Need","Housing Standards"
"35501",2016-07-01,"2016","Below Suitability Standard",26.2,"Core Housing Need","Housing Standards"
"35501",2016-07-01,"2016","Below One or More Housing Standards",48.8,"Core Housing Need","Housing Standards"
"35501",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"35501",2016-07-01,"2016","Total",16,"Core Housing Need","Housing Standards"
"35501",2021-07-01,"2021","Below Affordability Standard",51.7,"Core Housing Need","Housing Standards"
"35501",2021-07-01,"2021","Below Adequacy Standard",20.6,"Core Housing Need","Housing Standards"
"35501",2021-07-01,"2021","Below Suitability Standard",12.6,"Core Housing Need","Housing Standards"
"35501",2021-07-01,"2021","Below One or More Housing Standards",37.2,"Core Housing Need","Housing Standards"
"35501",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"35501",2021-07-01,"2021","Total",10.3,"Core Housing Need","Housing Standards"
