"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"12215",2006-07-01,"2006","Below Affordability Standard",55.2,"Core Housing Need","Housing Standards"
"12215",2006-07-01,"2006","Below Adequacy Standard",18.4,"Core Housing Need","Housing Standards"
"12215",2006-07-01,"2006","Below Suitability Standard",25.1,"Core Housing Need","Housing Standards"
"12215",2006-07-01,"2006","Below One or More Housing Standards",39.1,"Core Housing Need","Housing Standards"
"12215",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"12215",2006-07-01,"2006","Total",10.9,"Core Housing Need","Housing Standards"
"12215",2011-07-01,"2011","Below Affordability Standard",45.7,"Core Housing Need","Housing Standards"
"12215",2011-07-01,"2011","Below Adequacy Standard",8.1,"Core Housing Need","Housing Standards"
"12215",2011-07-01,"2011","Below Suitability Standard",21.8,"Core Housing Need","Housing Standards"
"12215",2011-07-01,"2011","Below One or More Housing Standards",31.1,"Core Housing Need","Housing Standards"
"12215",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"12215",2011-07-01,"2011","Total",9.2,"Core Housing Need","Housing Standards"
"12215",2016-07-01,"2016","Below Affordability Standard",53.4,"Core Housing Need","Housing Standards"
"12215",2016-07-01,"2016","Below Adequacy Standard",20.7,"Core Housing Need","Housing Standards"
"12215",2016-07-01,"2016","Below Suitability Standard",31.4,"Core Housing Need","Housing Standards"
"12215",2016-07-01,"2016","Below One or More Housing Standards",39.8,"Core Housing Need","Housing Standards"
"12215",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"12215",2016-07-01,"2016","Total",10.9,"Core Housing Need","Housing Standards"
"12215",2021-07-01,"2021","Below Affordability Standard",49.4,"Core Housing Need","Housing Standards"
"12215",2021-07-01,"2021","Below Adequacy Standard",21,"Core Housing Need","Housing Standards"
"12215",2021-07-01,"2021","Below Suitability Standard",14.8,"Core Housing Need","Housing Standards"
"12215",2021-07-01,"2021","Below One or More Housing Standards",35.1,"Core Housing Need","Housing Standards"
"12215",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"12215",2021-07-01,"2021","Total",8.4,"Core Housing Need","Housing Standards"
