"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"24485",2006-07-01,"2006","Below Affordability Standard",2900,"Core Housing Need","Housing Standards"
"24485",2006-07-01,"2006","Below Adequacy Standard",1415,"Core Housing Need","Housing Standards"
"24485",2006-07-01,"2006","Below Suitability Standard",405,"Core Housing Need","Housing Standards"
"24485",2006-07-01,"2006","Below One or More Housing Standards",4360,"Core Housing Need","Housing Standards"
"24485",2006-07-01,"2006","Above Standards",12715,"Core Housing Need","Housing Standards"
"24485",2006-07-01,"2006","Total",17075,"Core Housing Need","Housing Standards"
"24485",2011-07-01,"2011","Below Affordability Standard",2755,"Core Housing Need","Housing Standards"
"24485",2011-07-01,"2011","Below Adequacy Standard",1685,"Core Housing Need","Housing Standards"
"24485",2011-07-01,"2011","Below Suitability Standard",495,"Core Housing Need","Housing Standards"
"24485",2011-07-01,"2011","Below One or More Housing Standards",4500,"Core Housing Need","Housing Standards"
"24485",2011-07-01,"2011","Above Standards",13255,"Core Housing Need","Housing Standards"
"24485",2011-07-01,"2011","Total",17760,"Core Housing Need","Housing Standards"
"24485",2016-07-01,"2016","Below Affordability Standard",2785,"Core Housing Need","Housing Standards"
"24485",2016-07-01,"2016","Below Adequacy Standard",1405,"Core Housing Need","Housing Standards"
"24485",2016-07-01,"2016","Below Suitability Standard",375,"Core Housing Need","Housing Standards"
"24485",2016-07-01,"2016","Below One or More Housing Standards",4200,"Core Housing Need","Housing Standards"
"24485",2016-07-01,"2016","Above Standards",14235,"Core Housing Need","Housing Standards"
"24485",2016-07-01,"2016","Total",18435,"Core Housing Need","Housing Standards"
"24485",2021-07-01,"2021","Below Affordability Standard",1950,"Core Housing Need","Housing Standards"
"24485",2021-07-01,"2021","Below Adequacy Standard",1300,"Core Housing Need","Housing Standards"
"24485",2021-07-01,"2021","Below Suitability Standard",310,"Core Housing Need","Housing Standards"
"24485",2021-07-01,"2021","Below One or More Housing Standards",3335,"Core Housing Need","Housing Standards"
"24485",2021-07-01,"2021","Above Standards",15745,"Core Housing Need","Housing Standards"
"24485",2021-07-01,"2021","Total",19085,"Core Housing Need","Housing Standards"
