"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"24421",2006-07-01,"2006","Below Affordability Standard",52930,"Core Housing Need","Housing Standards"
"24421",2006-07-01,"2006","Below Adequacy Standard",18955,"Core Housing Need","Housing Standards"
"24421",2006-07-01,"2006","Below Suitability Standard",8785,"Core Housing Need","Housing Standards"
"24421",2006-07-01,"2006","Below One or More Housing Standards",74070,"Core Housing Need","Housing Standards"
"24421",2006-07-01,"2006","Above Standards",233845,"Core Housing Need","Housing Standards"
"24421",2006-07-01,"2006","Total",307910,"Core Housing Need","Housing Standards"
"24421",2011-07-01,"2011","Below Affordability Standard",58180,"Core Housing Need","Housing Standards"
"24421",2011-07-01,"2011","Below Adequacy Standard",18135,"Core Housing Need","Housing Standards"
"24421",2011-07-01,"2011","Below Suitability Standard",9445,"Core Housing Need","Housing Standards"
"24421",2011-07-01,"2011","Below One or More Housing Standards",79600,"Core Housing Need","Housing Standards"
"24421",2011-07-01,"2011","Above Standards",254495,"Core Housing Need","Housing Standards"
"24421",2011-07-01,"2011","Total",334095,"Core Housing Need","Housing Standards"
"24421",2016-07-01,"2016","Below Affordability Standard",57910,"Core Housing Need","Housing Standards"
"24421",2016-07-01,"2016","Below Adequacy Standard",17215,"Core Housing Need","Housing Standards"
"24421",2016-07-01,"2016","Below Suitability Standard",6550,"Core Housing Need","Housing Standards"
"24421",2016-07-01,"2016","Below One or More Housing Standards",77080,"Core Housing Need","Housing Standards"
"24421",2016-07-01,"2016","Above Standards",276890,"Core Housing Need","Housing Standards"
"24421",2016-07-01,"2016","Total",353965,"Core Housing Need","Housing Standards"
"24421",2021-07-01,"2021","Below Affordability Standard",50930,"Core Housing Need","Housing Standards"
"24421",2021-07-01,"2021","Below Adequacy Standard",18195,"Core Housing Need","Housing Standards"
"24421",2021-07-01,"2021","Below Suitability Standard",6730,"Core Housing Need","Housing Standards"
"24421",2021-07-01,"2021","Below One or More Housing Standards",72300,"Core Housing Need","Housing Standards"
"24421",2021-07-01,"2021","Above Standards",308765,"Core Housing Need","Housing Standards"
"24421",2021-07-01,"2021","Total",381060,"Core Housing Need","Housing Standards"
