"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"46603",2006-07-01,"2006","Below Affordability Standard",210,"Core Housing Need","Housing Standards"
"46603",2006-07-01,"2006","Below Adequacy Standard",30,"Core Housing Need","Housing Standards"
"46603",2006-07-01,"2006","Below Suitability Standard",35,"Core Housing Need","Housing Standards"
"46603",2006-07-01,"2006","Below One or More Housing Standards",220,"Core Housing Need","Housing Standards"
"46603",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"46603",2006-07-01,"2006","Total",220,"Core Housing Need","Housing Standards"
"46603",2011-07-01,"2011","Below Affordability Standard",295,"Core Housing Need","Housing Standards"
"46603",2011-07-01,"2011","Below Adequacy Standard",35,"Core Housing Need","Housing Standards"
"46603",2011-07-01,"2011","Below Suitability Standard",20,"Core Housing Need","Housing Standards"
"46603",2011-07-01,"2011","Below One or More Housing Standards",320,"Core Housing Need","Housing Standards"
"46603",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"46603",2011-07-01,"2011","Total",320,"Core Housing Need","Housing Standards"
"46603",2016-07-01,"2016","Below Affordability Standard",600,"Core Housing Need","Housing Standards"
"46603",2016-07-01,"2016","Below Adequacy Standard",90,"Core Housing Need","Housing Standards"
"46603",2016-07-01,"2016","Below Suitability Standard",90,"Core Housing Need","Housing Standards"
"46603",2016-07-01,"2016","Below One or More Housing Standards",670,"Core Housing Need","Housing Standards"
"46603",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"46603",2016-07-01,"2016","Total",665,"Core Housing Need","Housing Standards"
"46603",2021-07-01,"2021","Below Affordability Standard",620,"Core Housing Need","Housing Standards"
"46603",2021-07-01,"2021","Below Adequacy Standard",55,"Core Housing Need","Housing Standards"
"46603",2021-07-01,"2021","Below Suitability Standard",30,"Core Housing Need","Housing Standards"
"46603",2021-07-01,"2021","Below One or More Housing Standards",665,"Core Housing Need","Housing Standards"
"46603",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"46603",2021-07-01,"2021","Total",665,"Core Housing Need","Housing Standards"
