"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"24430",2006-07-01,"2006","Below Affordability Standard",815,"Core Housing Need","Housing Standards"
"24430",2006-07-01,"2006","Below Adequacy Standard",40,"Core Housing Need","Housing Standards"
"24430",2006-07-01,"2006","Below Suitability Standard",20,"Core Housing Need","Housing Standards"
"24430",2006-07-01,"2006","Below One or More Housing Standards",830,"Core Housing Need","Housing Standards"
"24430",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"24430",2006-07-01,"2006","Total",835,"Core Housing Need","Housing Standards"
"24430",2011-07-01,"2011","Below Affordability Standard",745,"Core Housing Need","Housing Standards"
"24430",2011-07-01,"2011","Below Adequacy Standard",75,"Core Housing Need","Housing Standards"
"24430",2011-07-01,"2011","Below Suitability Standard",20,"Core Housing Need","Housing Standards"
"24430",2011-07-01,"2011","Below One or More Housing Standards",765,"Core Housing Need","Housing Standards"
"24430",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"24430",2011-07-01,"2011","Total",765,"Core Housing Need","Housing Standards"
"24430",2016-07-01,"2016","Below Affordability Standard",530,"Core Housing Need","Housing Standards"
"24430",2016-07-01,"2016","Below Adequacy Standard",60,"Core Housing Need","Housing Standards"
"24430",2016-07-01,"2016","Below Suitability Standard",10,"Core Housing Need","Housing Standards"
"24430",2016-07-01,"2016","Below One or More Housing Standards",545,"Core Housing Need","Housing Standards"
"24430",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"24430",2016-07-01,"2016","Total",545,"Core Housing Need","Housing Standards"
"24430",2021-07-01,"2021","Below Affordability Standard",255,"Core Housing Need","Housing Standards"
"24430",2021-07-01,"2021","Below Adequacy Standard",45,"Core Housing Need","Housing Standards"
"24430",2021-07-01,"2021","Below Suitability Standard",0,"Core Housing Need","Housing Standards"
"24430",2021-07-01,"2021","Below One or More Housing Standards",275,"Core Housing Need","Housing Standards"
"24430",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"24430",2021-07-01,"2021","Total",275,"Core Housing Need","Housing Standards"
