"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"48821",2016-07-01,"2016","Below Affordability Standard",1090,"Core Housing Need","Housing Standards"
"48821",2016-07-01,"2016","Below Adequacy Standard",215,"Core Housing Need","Housing Standards"
"48821",2016-07-01,"2016","Below Suitability Standard",180,"Core Housing Need","Housing Standards"
"48821",2016-07-01,"2016","Below One or More Housing Standards",1365,"Core Housing Need","Housing Standards"
"48821",2016-07-01,"2016","Above Standards",3855,"Core Housing Need","Housing Standards"
"48821",2016-07-01,"2016","Total",5225,"Core Housing Need","Housing Standards"
"48821",2021-07-01,"2021","Below Affordability Standard",1040,"Core Housing Need","Housing Standards"
"48821",2021-07-01,"2021","Below Adequacy Standard",185,"Core Housing Need","Housing Standards"
"48821",2021-07-01,"2021","Below Suitability Standard",190,"Core Housing Need","Housing Standards"
"48821",2021-07-01,"2021","Below One or More Housing Standards",1325,"Core Housing Need","Housing Standards"
"48821",2021-07-01,"2021","Above Standards",4375,"Core Housing Need","Housing Standards"
"48821",2021-07-01,"2021","Total",5705,"Core Housing Need","Housing Standards"
