"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"59907",2006-07-01,"2006","Below Affordability Standard",53.3,"Core Housing Need","Housing Standards"
"59907",2006-07-01,"2006","Below Adequacy Standard",48.6,"Core Housing Need","Housing Standards"
"59907",2006-07-01,"2006","Below Suitability Standard",27.3,"Core Housing Need","Housing Standards"
"59907",2006-07-01,"2006","Below One or More Housing Standards",42.5,"Core Housing Need","Housing Standards"
"59907",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"59907",2006-07-01,"2006","Total",15.8,"Core Housing Need","Housing Standards"
"59907",2011-07-01,"2011","Below Affordability Standard",58.2,"Core Housing Need","Housing Standards"
"59907",2011-07-01,"2011","Below Adequacy Standard",25,"Core Housing Need","Housing Standards"
"59907",2011-07-01,"2011","Below Suitability Standard",30.6,"Core Housing Need","Housing Standards"
"59907",2011-07-01,"2011","Below One or More Housing Standards",46.3,"Core Housing Need","Housing Standards"
"59907",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"59907",2011-07-01,"2011","Total",17,"Core Housing Need","Housing Standards"
"59907",2016-07-01,"2016","Below Affordability Standard",53.7,"Core Housing Need","Housing Standards"
"59907",2016-07-01,"2016","Below Adequacy Standard",29.3,"Core Housing Need","Housing Standards"
"59907",2016-07-01,"2016","Below Suitability Standard",25,"Core Housing Need","Housing Standards"
"59907",2016-07-01,"2016","Below One or More Housing Standards",43.5,"Core Housing Need","Housing Standards"
"59907",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"59907",2016-07-01,"2016","Total",14,"Core Housing Need","Housing Standards"
"59907",2021-07-01,"2021","Below Affordability Standard",43.3,"Core Housing Need","Housing Standards"
"59907",2021-07-01,"2021","Below Adequacy Standard",25.3,"Core Housing Need","Housing Standards"
"59907",2021-07-01,"2021","Below Suitability Standard",18,"Core Housing Need","Housing Standards"
"59907",2021-07-01,"2021","Below One or More Housing Standards",32.4,"Core Housing Need","Housing Standards"
"59907",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"59907",2021-07-01,"2021","Total",9.3,"Core Housing Need","Housing Standards"
