"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"59937",2006-07-01,"2006","Below Affordability Standard",3445,"Core Housing Need","Housing Standards"
"59937",2006-07-01,"2006","Below Adequacy Standard",1180,"Core Housing Need","Housing Standards"
"59937",2006-07-01,"2006","Below Suitability Standard",625,"Core Housing Need","Housing Standards"
"59937",2006-07-01,"2006","Below One or More Housing Standards",4585,"Core Housing Need","Housing Standards"
"59937",2006-07-01,"2006","Above Standards",11000,"Core Housing Need","Housing Standards"
"59937",2006-07-01,"2006","Total",15580,"Core Housing Need","Housing Standards"
"59937",2011-07-01,"2011","Below Affordability Standard",4030,"Core Housing Need","Housing Standards"
"59937",2011-07-01,"2011","Below Adequacy Standard",1045,"Core Housing Need","Housing Standards"
"59937",2011-07-01,"2011","Below Suitability Standard",625,"Core Housing Need","Housing Standards"
"59937",2011-07-01,"2011","Below One or More Housing Standards",5030,"Core Housing Need","Housing Standards"
"59937",2011-07-01,"2011","Above Standards",11135,"Core Housing Need","Housing Standards"
"59937",2011-07-01,"2011","Total",16165,"Core Housing Need","Housing Standards"
"59937",2016-07-01,"2016","Below Affordability Standard",3895,"Core Housing Need","Housing Standards"
"59937",2016-07-01,"2016","Below Adequacy Standard",1080,"Core Housing Need","Housing Standards"
"59937",2016-07-01,"2016","Below Suitability Standard",480,"Core Housing Need","Housing Standards"
"59937",2016-07-01,"2016","Below One or More Housing Standards",4860,"Core Housing Need","Housing Standards"
"59937",2016-07-01,"2016","Above Standards",12475,"Core Housing Need","Housing Standards"
"59937",2016-07-01,"2016","Total",17330,"Core Housing Need","Housing Standards"
"59937",2021-07-01,"2021","Below Affordability Standard",3385,"Core Housing Need","Housing Standards"
"59937",2021-07-01,"2021","Below Adequacy Standard",1095,"Core Housing Need","Housing Standards"
"59937",2021-07-01,"2021","Below Suitability Standard",605,"Core Housing Need","Housing Standards"
"59937",2021-07-01,"2021","Below One or More Housing Standards",4640,"Core Housing Need","Housing Standards"
"59937",2021-07-01,"2021","Above Standards",14145,"Core Housing Need","Housing Standards"
"59937",2021-07-01,"2021","Total",18785,"Core Housing Need","Housing Standards"
