"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"24437",2006-07-01,"2006","Below Affordability Standard",38.5,"Core Housing Need","Housing Standards"
"24437",2006-07-01,"2006","Below Adequacy Standard",17.7,"Core Housing Need","Housing Standards"
"24437",2006-07-01,"2006","Below Suitability Standard",13.2,"Core Housing Need","Housing Standards"
"24437",2006-07-01,"2006","Below One or More Housing Standards",25.8,"Core Housing Need","Housing Standards"
"24437",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"24437",2006-07-01,"2006","Total",6.1,"Core Housing Need","Housing Standards"
"24437",2011-07-01,"2011","Below Affordability Standard",45.9,"Core Housing Need","Housing Standards"
"24437",2011-07-01,"2011","Below Adequacy Standard",26.2,"Core Housing Need","Housing Standards"
"24437",2011-07-01,"2011","Below Suitability Standard",7.6,"Core Housing Need","Housing Standards"
"24437",2011-07-01,"2011","Below One or More Housing Standards",33.8,"Core Housing Need","Housing Standards"
"24437",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"24437",2011-07-01,"2011","Total",9.3,"Core Housing Need","Housing Standards"
"24437",2016-07-01,"2016","Below Affordability Standard",33.5,"Core Housing Need","Housing Standards"
"24437",2016-07-01,"2016","Below Adequacy Standard",17.9,"Core Housing Need","Housing Standards"
"24437",2016-07-01,"2016","Below Suitability Standard",25,"Core Housing Need","Housing Standards"
"24437",2016-07-01,"2016","Below One or More Housing Standards",27.3,"Core Housing Need","Housing Standards"
"24437",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"24437",2016-07-01,"2016","Total",7.1,"Core Housing Need","Housing Standards"
"24437",2021-07-01,"2021","Below Affordability Standard",21.7,"Core Housing Need","Housing Standards"
"24437",2021-07-01,"2021","Below Adequacy Standard",5.4,"Core Housing Need","Housing Standards"
"24437",2021-07-01,"2021","Below Suitability Standard",0,"Core Housing Need","Housing Standards"
"24437",2021-07-01,"2021","Below One or More Housing Standards",17,"Core Housing Need","Housing Standards"
"24437",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"24437",2021-07-01,"2021","Total",3.7,"Core Housing Need","Housing Standards"
