"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"48828",2006-07-01,"2006","Below Affordability Standard",375,"Core Housing Need","Housing Standards"
"48828",2006-07-01,"2006","Below Adequacy Standard",60,"Core Housing Need","Housing Standards"
"48828",2006-07-01,"2006","Below Suitability Standard",30,"Core Housing Need","Housing Standards"
"48828",2006-07-01,"2006","Below One or More Housing Standards",400,"Core Housing Need","Housing Standards"
"48828",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"48828",2006-07-01,"2006","Total",400,"Core Housing Need","Housing Standards"
"48828",2011-07-01,"2011","Below Affordability Standard",310,"Core Housing Need","Housing Standards"
"48828",2011-07-01,"2011","Below Adequacy Standard",0,"Core Housing Need","Housing Standards"
"48828",2011-07-01,"2011","Below Suitability Standard",15,"Core Housing Need","Housing Standards"
"48828",2011-07-01,"2011","Below One or More Housing Standards",325,"Core Housing Need","Housing Standards"
"48828",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"48828",2011-07-01,"2011","Total",330,"Core Housing Need","Housing Standards"
"48828",2016-07-01,"2016","Below Affordability Standard",375,"Core Housing Need","Housing Standards"
"48828",2016-07-01,"2016","Below Adequacy Standard",25,"Core Housing Need","Housing Standards"
"48828",2016-07-01,"2016","Below Suitability Standard",10,"Core Housing Need","Housing Standards"
"48828",2016-07-01,"2016","Below One or More Housing Standards",390,"Core Housing Need","Housing Standards"
"48828",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"48828",2016-07-01,"2016","Total",390,"Core Housing Need","Housing Standards"
"48828",2021-07-01,"2021","Below Affordability Standard",270,"Core Housing Need","Housing Standards"
"48828",2021-07-01,"2021","Below Adequacy Standard",35,"Core Housing Need","Housing Standards"
"48828",2021-07-01,"2021","Below Suitability Standard",15,"Core Housing Need","Housing Standards"
"48828",2021-07-01,"2021","Below One or More Housing Standards",290,"Core Housing Need","Housing Standards"
"48828",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"48828",2021-07-01,"2021","Total",290,"Core Housing Need","Housing Standards"
