"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"13320",2006-07-01,"2006","Below Affordability Standard",56.8,"Core Housing Need","Housing Standards"
"13320",2006-07-01,"2006","Below Adequacy Standard",34.1,"Core Housing Need","Housing Standards"
"13320",2006-07-01,"2006","Below Suitability Standard",31.2,"Core Housing Need","Housing Standards"
"13320",2006-07-01,"2006","Below One or More Housing Standards",45.3,"Core Housing Need","Housing Standards"
"13320",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"13320",2006-07-01,"2006","Total",11.7,"Core Housing Need","Housing Standards"
"13320",2011-07-01,"2011","Below Affordability Standard",54.3,"Core Housing Need","Housing Standards"
"13320",2011-07-01,"2011","Below Adequacy Standard",25.8,"Core Housing Need","Housing Standards"
"13320",2011-07-01,"2011","Below Suitability Standard",28.3,"Core Housing Need","Housing Standards"
"13320",2011-07-01,"2011","Below One or More Housing Standards",41.3,"Core Housing Need","Housing Standards"
"13320",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"13320",2011-07-01,"2011","Total",10.7,"Core Housing Need","Housing Standards"
"13320",2016-07-01,"2016","Below Affordability Standard",53.9,"Core Housing Need","Housing Standards"
"13320",2016-07-01,"2016","Below Adequacy Standard",26.1,"Core Housing Need","Housing Standards"
"13320",2016-07-01,"2016","Below Suitability Standard",33.2,"Core Housing Need","Housing Standards"
"13320",2016-07-01,"2016","Below One or More Housing Standards",42.7,"Core Housing Need","Housing Standards"
"13320",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"13320",2016-07-01,"2016","Total",9.9,"Core Housing Need","Housing Standards"
"13320",2021-07-01,"2021","Below Affordability Standard",44.8,"Core Housing Need","Housing Standards"
"13320",2021-07-01,"2021","Below Adequacy Standard",21.1,"Core Housing Need","Housing Standards"
"13320",2021-07-01,"2021","Below Suitability Standard",19.9,"Core Housing Need","Housing Standards"
"13320",2021-07-01,"2021","Below One or More Housing Standards",33.4,"Core Housing Need","Housing Standards"
"13320",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"13320",2021-07-01,"2021","Total",7.2,"Core Housing Need","Housing Standards"
