"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"59930",2006-07-01,"2006","Below Affordability Standard",41.3,"Core Housing Need","Housing Standards"
"59930",2006-07-01,"2006","Below Adequacy Standard",25.4,"Core Housing Need","Housing Standards"
"59930",2006-07-01,"2006","Below Suitability Standard",23.7,"Core Housing Need","Housing Standards"
"59930",2006-07-01,"2006","Below One or More Housing Standards",33.7,"Core Housing Need","Housing Standards"
"59930",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"59930",2006-07-01,"2006","Total",10.6,"Core Housing Need","Housing Standards"
"59930",2011-07-01,"2011","Below Affordability Standard",44.1,"Core Housing Need","Housing Standards"
"59930",2011-07-01,"2011","Below Adequacy Standard",26.5,"Core Housing Need","Housing Standards"
"59930",2011-07-01,"2011","Below Suitability Standard",31.1,"Core Housing Need","Housing Standards"
"59930",2011-07-01,"2011","Below One or More Housing Standards",37.4,"Core Housing Need","Housing Standards"
"59930",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"59930",2011-07-01,"2011","Total",12,"Core Housing Need","Housing Standards"
"59930",2016-07-01,"2016","Below Affordability Standard",47.5,"Core Housing Need","Housing Standards"
"59930",2016-07-01,"2016","Below Adequacy Standard",28,"Core Housing Need","Housing Standards"
"59930",2016-07-01,"2016","Below Suitability Standard",35.7,"Core Housing Need","Housing Standards"
"59930",2016-07-01,"2016","Below One or More Housing Standards",40.4,"Core Housing Need","Housing Standards"
"59930",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"59930",2016-07-01,"2016","Total",11.3,"Core Housing Need","Housing Standards"
"59930",2021-07-01,"2021","Below Affordability Standard",45.7,"Core Housing Need","Housing Standards"
"59930",2021-07-01,"2021","Below Adequacy Standard",25.7,"Core Housing Need","Housing Standards"
"59930",2021-07-01,"2021","Below Suitability Standard",16.9,"Core Housing Need","Housing Standards"
"59930",2021-07-01,"2021","Below One or More Housing Standards",37.2,"Core Housing Need","Housing Standards"
"59930",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"59930",2021-07-01,"2021","Total",9.6,"Core Housing Need","Housing Standards"
