"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"59920",2006-07-01,"2006","Below Affordability Standard",605,"Core Housing Need","Housing Standards"
"59920",2006-07-01,"2006","Below Adequacy Standard",170,"Core Housing Need","Housing Standards"
"59920",2006-07-01,"2006","Below Suitability Standard",40,"Core Housing Need","Housing Standards"
"59920",2006-07-01,"2006","Below One or More Housing Standards",685,"Core Housing Need","Housing Standards"
"59920",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"59920",2006-07-01,"2006","Total",685,"Core Housing Need","Housing Standards"
"59920",2011-07-01,"2011","Below Affordability Standard",845,"Core Housing Need","Housing Standards"
"59920",2011-07-01,"2011","Below Adequacy Standard",90,"Core Housing Need","Housing Standards"
"59920",2011-07-01,"2011","Below Suitability Standard",45,"Core Housing Need","Housing Standards"
"59920",2011-07-01,"2011","Below One or More Housing Standards",895,"Core Housing Need","Housing Standards"
"59920",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"59920",2011-07-01,"2011","Total",895,"Core Housing Need","Housing Standards"
"59920",2016-07-01,"2016","Below Affordability Standard",675,"Core Housing Need","Housing Standards"
"59920",2016-07-01,"2016","Below Adequacy Standard",110,"Core Housing Need","Housing Standards"
"59920",2016-07-01,"2016","Below Suitability Standard",30,"Core Housing Need","Housing Standards"
"59920",2016-07-01,"2016","Below One or More Housing Standards",710,"Core Housing Need","Housing Standards"
"59920",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"59920",2016-07-01,"2016","Total",710,"Core Housing Need","Housing Standards"
"59920",2021-07-01,"2021","Below Affordability Standard",550,"Core Housing Need","Housing Standards"
"59920",2021-07-01,"2021","Below Adequacy Standard",75,"Core Housing Need","Housing Standards"
"59920",2021-07-01,"2021","Below Suitability Standard",15,"Core Housing Need","Housing Standards"
"59920",2021-07-01,"2021","Below One or More Housing Standards",580,"Core Housing Need","Housing Standards"
"59920",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"59920",2021-07-01,"2021","Total",580,"Core Housing Need","Housing Standards"
