"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"24408",2006-07-01,"2006","Below Affordability Standard",4955,"Core Housing Need","Housing Standards"
"24408",2006-07-01,"2006","Below Adequacy Standard",585,"Core Housing Need","Housing Standards"
"24408",2006-07-01,"2006","Below Suitability Standard",130,"Core Housing Need","Housing Standards"
"24408",2006-07-01,"2006","Below One or More Housing Standards",5090,"Core Housing Need","Housing Standards"
"24408",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"24408",2006-07-01,"2006","Total",5085,"Core Housing Need","Housing Standards"
"24408",2011-07-01,"2011","Below Affordability Standard",3795,"Core Housing Need","Housing Standards"
"24408",2011-07-01,"2011","Below Adequacy Standard",465,"Core Housing Need","Housing Standards"
"24408",2011-07-01,"2011","Below Suitability Standard",145,"Core Housing Need","Housing Standards"
"24408",2011-07-01,"2011","Below One or More Housing Standards",3975,"Core Housing Need","Housing Standards"
"24408",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"24408",2011-07-01,"2011","Total",3975,"Core Housing Need","Housing Standards"
"24408",2016-07-01,"2016","Below Affordability Standard",3425,"Core Housing Need","Housing Standards"
"24408",2016-07-01,"2016","Below Adequacy Standard",420,"Core Housing Need","Housing Standards"
"24408",2016-07-01,"2016","Below Suitability Standard",110,"Core Housing Need","Housing Standards"
"24408",2016-07-01,"2016","Below One or More Housing Standards",3535,"Core Housing Need","Housing Standards"
"24408",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"24408",2016-07-01,"2016","Total",3535,"Core Housing Need","Housing Standards"
"24408",2021-07-01,"2021","Below Affordability Standard",1815,"Core Housing Need","Housing Standards"
"24408",2021-07-01,"2021","Below Adequacy Standard",160,"Core Housing Need","Housing Standards"
"24408",2021-07-01,"2021","Below Suitability Standard",35,"Core Housing Need","Housing Standards"
"24408",2021-07-01,"2021","Below One or More Housing Standards",1880,"Core Housing Need","Housing Standards"
"24408",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"24408",2021-07-01,"2021","Total",1880,"Core Housing Need","Housing Standards"
