"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"35528",2006-07-01,"2006","Below Affordability Standard",480,"Core Housing Need","Housing Standards"
"35528",2006-07-01,"2006","Below Adequacy Standard",80,"Core Housing Need","Housing Standards"
"35528",2006-07-01,"2006","Below Suitability Standard",55,"Core Housing Need","Housing Standards"
"35528",2006-07-01,"2006","Below One or More Housing Standards",510,"Core Housing Need","Housing Standards"
"35528",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"35528",2006-07-01,"2006","Total",510,"Core Housing Need","Housing Standards"
"35528",2011-07-01,"2011","Below Affordability Standard",540,"Core Housing Need","Housing Standards"
"35528",2011-07-01,"2011","Below Adequacy Standard",190,"Core Housing Need","Housing Standards"
"35528",2011-07-01,"2011","Below Suitability Standard",90,"Core Housing Need","Housing Standards"
"35528",2011-07-01,"2011","Below One or More Housing Standards",650,"Core Housing Need","Housing Standards"
"35528",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"35528",2011-07-01,"2011","Total",650,"Core Housing Need","Housing Standards"
"35528",2016-07-01,"2016","Below Affordability Standard",930,"Core Housing Need","Housing Standards"
"35528",2016-07-01,"2016","Below Adequacy Standard",160,"Core Housing Need","Housing Standards"
"35528",2016-07-01,"2016","Below Suitability Standard",65,"Core Housing Need","Housing Standards"
"35528",2016-07-01,"2016","Below One or More Housing Standards",1010,"Core Housing Need","Housing Standards"
"35528",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"35528",2016-07-01,"2016","Total",1010,"Core Housing Need","Housing Standards"
"35528",2021-07-01,"2021","Below Affordability Standard",825,"Core Housing Need","Housing Standards"
"35528",2021-07-01,"2021","Below Adequacy Standard",140,"Core Housing Need","Housing Standards"
"35528",2021-07-01,"2021","Below Suitability Standard",60,"Core Housing Need","Housing Standards"
"35528",2021-07-01,"2021","Below One or More Housing Standards",920,"Core Housing Need","Housing Standards"
"35528",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"35528",2021-07-01,"2021","Total",920,"Core Housing Need","Housing Standards"
