"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"35537",2006-07-01,"2006","Below Affordability Standard",58355,"Core Housing Need","Housing Standards"
"35537",2006-07-01,"2006","Below Adequacy Standard",16685,"Core Housing Need","Housing Standards"
"35537",2006-07-01,"2006","Below Suitability Standard",13745,"Core Housing Need","Housing Standards"
"35537",2006-07-01,"2006","Below One or More Housing Standards",78820,"Core Housing Need","Housing Standards"
"35537",2006-07-01,"2006","Above Standards",177120,"Core Housing Need","Housing Standards"
"35537",2006-07-01,"2006","Total",255945,"Core Housing Need","Housing Standards"
"35537",2011-07-01,"2011","Below Affordability Standard",60455,"Core Housing Need","Housing Standards"
"35537",2011-07-01,"2011","Below Adequacy Standard",18060,"Core Housing Need","Housing Standards"
"35537",2011-07-01,"2011","Below Suitability Standard",15285,"Core Housing Need","Housing Standards"
"35537",2011-07-01,"2011","Below One or More Housing Standards",83685,"Core Housing Need","Housing Standards"
"35537",2011-07-01,"2011","Above Standards",186380,"Core Housing Need","Housing Standards"
"35537",2011-07-01,"2011","Total",270065,"Core Housing Need","Housing Standards"
"35537",2016-07-01,"2016","Below Affordability Standard",64880,"Core Housing Need","Housing Standards"
"35537",2016-07-01,"2016","Below Adequacy Standard",17595,"Core Housing Need","Housing Standards"
"35537",2016-07-01,"2016","Below Suitability Standard",12645,"Core Housing Need","Housing Standards"
"35537",2016-07-01,"2016","Below One or More Housing Standards",85605,"Core Housing Need","Housing Standards"
"35537",2016-07-01,"2016","Above Standards",197890,"Core Housing Need","Housing Standards"
"35537",2016-07-01,"2016","Total",283490,"Core Housing Need","Housing Standards"
"35537",2021-07-01,"2021","Below Affordability Standard",63810,"Core Housing Need","Housing Standards"
"35537",2021-07-01,"2021","Below Adequacy Standard",17490,"Core Housing Need","Housing Standards"
"35537",2021-07-01,"2021","Below Suitability Standard",16275,"Core Housing Need","Housing Standards"
"35537",2021-07-01,"2021","Below One or More Housing Standards",88715,"Core Housing Need","Housing Standards"
"35537",2021-07-01,"2021","Above Standards",210185,"Core Housing Need","Housing Standards"
"35537",2021-07-01,"2021","Total",298900,"Core Housing Need","Housing Standards"
