"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"12225",2006-07-01,"2006","Below Affordability Standard",8500,"Core Housing Need","Housing Standards"
"12225",2006-07-01,"2006","Below Adequacy Standard",4710,"Core Housing Need","Housing Standards"
"12225",2006-07-01,"2006","Below Suitability Standard",1685,"Core Housing Need","Housing Standards"
"12225",2006-07-01,"2006","Below One or More Housing Standards",13130,"Core Housing Need","Housing Standards"
"12225",2006-07-01,"2006","Above Standards",27815,"Core Housing Need","Housing Standards"
"12225",2006-07-01,"2006","Total",40940,"Core Housing Need","Housing Standards"
"12225",2011-07-01,"2011","Below Affordability Standard",7500,"Core Housing Need","Housing Standards"
"12225",2011-07-01,"2011","Below Adequacy Standard",4140,"Core Housing Need","Housing Standards"
"12225",2011-07-01,"2011","Below Suitability Standard",1895,"Core Housing Need","Housing Standards"
"12225",2011-07-01,"2011","Below One or More Housing Standards",12100,"Core Housing Need","Housing Standards"
"12225",2011-07-01,"2011","Above Standards",27865,"Core Housing Need","Housing Standards"
"12225",2011-07-01,"2011","Total",39965,"Core Housing Need","Housing Standards"
"12225",2016-07-01,"2016","Below Affordability Standard",7785,"Core Housing Need","Housing Standards"
"12225",2016-07-01,"2016","Below Adequacy Standard",4050,"Core Housing Need","Housing Standards"
"12225",2016-07-01,"2016","Below Suitability Standard",1245,"Core Housing Need","Housing Standards"
"12225",2016-07-01,"2016","Below One or More Housing Standards",11755,"Core Housing Need","Housing Standards"
"12225",2016-07-01,"2016","Above Standards",28960,"Core Housing Need","Housing Standards"
"12225",2016-07-01,"2016","Total",40715,"Core Housing Need","Housing Standards"
"12225",2021-07-01,"2021","Below Affordability Standard",6260,"Core Housing Need","Housing Standards"
"12225",2021-07-01,"2021","Below Adequacy Standard",3845,"Core Housing Need","Housing Standards"
"12225",2021-07-01,"2021","Below Suitability Standard",1485,"Core Housing Need","Housing Standards"
"12225",2021-07-01,"2021","Below One or More Housing Standards",10515,"Core Housing Need","Housing Standards"
"12225",2021-07-01,"2021","Above Standards",31165,"Core Housing Need","Housing Standards"
"12225",2021-07-01,"2021","Total",41675,"Core Housing Need","Housing Standards"
