"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"24437",2006-07-01,"2006","Below Affordability Standard",805,"Core Housing Need","Housing Standards"
"24437",2006-07-01,"2006","Below Adequacy Standard",380,"Core Housing Need","Housing Standards"
"24437",2006-07-01,"2006","Below Suitability Standard",170,"Core Housing Need","Housing Standards"
"24437",2006-07-01,"2006","Below One or More Housing Standards",1240,"Core Housing Need","Housing Standards"
"24437",2006-07-01,"2006","Above Standards",4000,"Core Housing Need","Housing Standards"
"24437",2006-07-01,"2006","Total",5240,"Core Housing Need","Housing Standards"
"24437",2011-07-01,"2011","Below Affordability Standard",1045,"Core Housing Need","Housing Standards"
"24437",2011-07-01,"2011","Below Adequacy Standard",330,"Core Housing Need","Housing Standards"
"24437",2011-07-01,"2011","Below Suitability Standard",210,"Core Housing Need","Housing Standards"
"24437",2011-07-01,"2011","Below One or More Housing Standards",1465,"Core Housing Need","Housing Standards"
"24437",2011-07-01,"2011","Above Standards",3875,"Core Housing Need","Housing Standards"
"24437",2011-07-01,"2011","Total",5335,"Core Housing Need","Housing Standards"
"24437",2016-07-01,"2016","Below Affordability Standard",1150,"Core Housing Need","Housing Standards"
"24437",2016-07-01,"2016","Below Adequacy Standard",335,"Core Housing Need","Housing Standards"
"24437",2016-07-01,"2016","Below Suitability Standard",140,"Core Housing Need","Housing Standards"
"24437",2016-07-01,"2016","Below One or More Housing Standards",1520,"Core Housing Need","Housing Standards"
"24437",2016-07-01,"2016","Above Standards",4375,"Core Housing Need","Housing Standards"
"24437",2016-07-01,"2016","Total",5890,"Core Housing Need","Housing Standards"
"24437",2021-07-01,"2021","Below Affordability Standard",1105,"Core Housing Need","Housing Standards"
"24437",2021-07-01,"2021","Below Adequacy Standard",370,"Core Housing Need","Housing Standards"
"24437",2021-07-01,"2021","Below Suitability Standard",95,"Core Housing Need","Housing Standards"
"24437",2021-07-01,"2021","Below One or More Housing Standards",1500,"Core Housing Need","Housing Standards"
"24437",2021-07-01,"2021","Above Standards",5355,"Core Housing Need","Housing Standards"
"24437",2021-07-01,"2021","Total",6855,"Core Housing Need","Housing Standards"
