"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"59975",2006-07-01,"2006","Below Affordability Standard",56.1,"Core Housing Need","Housing Standards"
"59975",2006-07-01,"2006","Below Adequacy Standard",17.5,"Core Housing Need","Housing Standards"
"59975",2006-07-01,"2006","Below Suitability Standard",25.5,"Core Housing Need","Housing Standards"
"59975",2006-07-01,"2006","Below One or More Housing Standards",40.5,"Core Housing Need","Housing Standards"
"59975",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"59975",2006-07-01,"2006","Total",13,"Core Housing Need","Housing Standards"
"59975",2011-07-01,"2011","Below Affordability Standard",53.7,"Core Housing Need","Housing Standards"
"59975",2011-07-01,"2011","Below Adequacy Standard",14.8,"Core Housing Need","Housing Standards"
"59975",2011-07-01,"2011","Below Suitability Standard",18.5,"Core Housing Need","Housing Standards"
"59975",2011-07-01,"2011","Below One or More Housing Standards",37.4,"Core Housing Need","Housing Standards"
"59975",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"59975",2011-07-01,"2011","Total",12.5,"Core Housing Need","Housing Standards"
"59975",2016-07-01,"2016","Below Affordability Standard",66.3,"Core Housing Need","Housing Standards"
"59975",2016-07-01,"2016","Below Adequacy Standard",22.8,"Core Housing Need","Housing Standards"
"59975",2016-07-01,"2016","Below Suitability Standard",21.8,"Core Housing Need","Housing Standards"
"59975",2016-07-01,"2016","Below One or More Housing Standards",47.3,"Core Housing Need","Housing Standards"
"59975",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"59975",2016-07-01,"2016","Total",15.2,"Core Housing Need","Housing Standards"
"59975",2021-07-01,"2021","Below Affordability Standard",60.5,"Core Housing Need","Housing Standards"
"59975",2021-07-01,"2021","Below Adequacy Standard",20.8,"Core Housing Need","Housing Standards"
"59975",2021-07-01,"2021","Below Suitability Standard",15.7,"Core Housing Need","Housing Standards"
"59975",2021-07-01,"2021","Below One or More Housing Standards",42.8,"Core Housing Need","Housing Standards"
"59975",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"59975",2021-07-01,"2021","Total",11.2,"Core Housing Need","Housing Standards"
