"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"59965",2006-07-01,"2006","Below Affordability Standard",56.5,"Core Housing Need","Housing Standards"
"59965",2006-07-01,"2006","Below Adequacy Standard",30.8,"Core Housing Need","Housing Standards"
"59965",2006-07-01,"2006","Below Suitability Standard",22.8,"Core Housing Need","Housing Standards"
"59965",2006-07-01,"2006","Below One or More Housing Standards",36.2,"Core Housing Need","Housing Standards"
"59965",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"59965",2006-07-01,"2006","Total",10.9,"Core Housing Need","Housing Standards"
"59965",2011-07-01,"2011","Below Affordability Standard",66,"Core Housing Need","Housing Standards"
"59965",2011-07-01,"2011","Below Adequacy Standard",50,"Core Housing Need","Housing Standards"
"59965",2011-07-01,"2011","Below Suitability Standard",29.1,"Core Housing Need","Housing Standards"
"59965",2011-07-01,"2011","Below One or More Housing Standards",48.3,"Core Housing Need","Housing Standards"
"59965",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"59965",2011-07-01,"2011","Total",13.1,"Core Housing Need","Housing Standards"
"59965",2016-07-01,"2016","Below Affordability Standard",60.9,"Core Housing Need","Housing Standards"
"59965",2016-07-01,"2016","Below Adequacy Standard",31.7,"Core Housing Need","Housing Standards"
"59965",2016-07-01,"2016","Below Suitability Standard",27.5,"Core Housing Need","Housing Standards"
"59965",2016-07-01,"2016","Below One or More Housing Standards",44.3,"Core Housing Need","Housing Standards"
"59965",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"59965",2016-07-01,"2016","Total",11.5,"Core Housing Need","Housing Standards"
"59965",2021-07-01,"2021","Below Affordability Standard",50.5,"Core Housing Need","Housing Standards"
"59965",2021-07-01,"2021","Below Adequacy Standard",20.3,"Core Housing Need","Housing Standards"
"59965",2021-07-01,"2021","Below Suitability Standard",19.7,"Core Housing Need","Housing Standards"
"59965",2021-07-01,"2021","Below One or More Housing Standards",33.4,"Core Housing Need","Housing Standards"
"59965",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"59965",2021-07-01,"2021","Total",8.3,"Core Housing Need","Housing Standards"
