"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"59913",2006-07-01,"2006","Below Affordability Standard",1930,"Core Housing Need","Housing Standards"
"59913",2006-07-01,"2006","Below Adequacy Standard",190,"Core Housing Need","Housing Standards"
"59913",2006-07-01,"2006","Below Suitability Standard",205,"Core Housing Need","Housing Standards"
"59913",2006-07-01,"2006","Below One or More Housing Standards",1995,"Core Housing Need","Housing Standards"
"59913",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"59913",2006-07-01,"2006","Total",1995,"Core Housing Need","Housing Standards"
"59913",2011-07-01,"2011","Below Affordability Standard",2490,"Core Housing Need","Housing Standards"
"59913",2011-07-01,"2011","Below Adequacy Standard",445,"Core Housing Need","Housing Standards"
"59913",2011-07-01,"2011","Below Suitability Standard",220,"Core Housing Need","Housing Standards"
"59913",2011-07-01,"2011","Below One or More Housing Standards",2655,"Core Housing Need","Housing Standards"
"59913",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"59913",2011-07-01,"2011","Total",2655,"Core Housing Need","Housing Standards"
"59913",2016-07-01,"2016","Below Affordability Standard",2590,"Core Housing Need","Housing Standards"
"59913",2016-07-01,"2016","Below Adequacy Standard",315,"Core Housing Need","Housing Standards"
"59913",2016-07-01,"2016","Below Suitability Standard",190,"Core Housing Need","Housing Standards"
"59913",2016-07-01,"2016","Below One or More Housing Standards",2745,"Core Housing Need","Housing Standards"
"59913",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"59913",2016-07-01,"2016","Total",2745,"Core Housing Need","Housing Standards"
"59913",2021-07-01,"2021","Below Affordability Standard",2205,"Core Housing Need","Housing Standards"
"59913",2021-07-01,"2021","Below Adequacy Standard",300,"Core Housing Need","Housing Standards"
"59913",2021-07-01,"2021","Below Suitability Standard",160,"Core Housing Need","Housing Standards"
"59913",2021-07-01,"2021","Below One or More Housing Standards",2380,"Core Housing Need","Housing Standards"
"59913",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"59913",2021-07-01,"2021","Total",2380,"Core Housing Need","Housing Standards"
