"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"35595",2006-07-01,"2006","Below Affordability Standard",9285,"Core Housing Need","Housing Standards"
"35595",2006-07-01,"2006","Below Adequacy Standard",3565,"Core Housing Need","Housing Standards"
"35595",2006-07-01,"2006","Below Suitability Standard",1770,"Core Housing Need","Housing Standards"
"35595",2006-07-01,"2006","Below One or More Housing Standards",13305,"Core Housing Need","Housing Standards"
"35595",2006-07-01,"2006","Above Standards",36300,"Core Housing Need","Housing Standards"
"35595",2006-07-01,"2006","Total",49605,"Core Housing Need","Housing Standards"
"35595",2011-07-01,"2011","Below Affordability Standard",8300,"Core Housing Need","Housing Standards"
"35595",2011-07-01,"2011","Below Adequacy Standard",4175,"Core Housing Need","Housing Standards"
"35595",2011-07-01,"2011","Below Suitability Standard",1835,"Core Housing Need","Housing Standards"
"35595",2011-07-01,"2011","Below One or More Housing Standards",12875,"Core Housing Need","Housing Standards"
"35595",2011-07-01,"2011","Above Standards",37200,"Core Housing Need","Housing Standards"
"35595",2011-07-01,"2011","Total",50080,"Core Housing Need","Housing Standards"
"35595",2016-07-01,"2016","Below Affordability Standard",8950,"Core Housing Need","Housing Standards"
"35595",2016-07-01,"2016","Below Adequacy Standard",3590,"Core Housing Need","Housing Standards"
"35595",2016-07-01,"2016","Below Suitability Standard",1405,"Core Housing Need","Housing Standards"
"35595",2016-07-01,"2016","Below One or More Housing Standards",12660,"Core Housing Need","Housing Standards"
"35595",2016-07-01,"2016","Above Standards",38300,"Core Housing Need","Housing Standards"
"35595",2016-07-01,"2016","Total",50960,"Core Housing Need","Housing Standards"
"35595",2021-07-01,"2021","Below Affordability Standard",7465,"Core Housing Need","Housing Standards"
"35595",2021-07-01,"2021","Below Adequacy Standard",3980,"Core Housing Need","Housing Standards"
"35595",2021-07-01,"2021","Below Suitability Standard",1685,"Core Housing Need","Housing Standards"
"35595",2021-07-01,"2021","Below One or More Housing Standards",12030,"Core Housing Need","Housing Standards"
"35595",2021-07-01,"2021","Above Standards",40825,"Core Housing Need","Housing Standards"
"35595",2021-07-01,"2021","Total",52850,"Core Housing Need","Housing Standards"
