"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"59918",2006-07-01,"2006","Below Affordability Standard",46.3,"Core Housing Need","Housing Standards"
"59918",2006-07-01,"2006","Below Adequacy Standard",29.1,"Core Housing Need","Housing Standards"
"59918",2006-07-01,"2006","Below Suitability Standard",29.3,"Core Housing Need","Housing Standards"
"59918",2006-07-01,"2006","Below One or More Housing Standards",39,"Core Housing Need","Housing Standards"
"59918",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"59918",2006-07-01,"2006","Total",11.9,"Core Housing Need","Housing Standards"
"59918",2011-07-01,"2011","Below Affordability Standard",46.1,"Core Housing Need","Housing Standards"
"59918",2011-07-01,"2011","Below Adequacy Standard",23.1,"Core Housing Need","Housing Standards"
"59918",2011-07-01,"2011","Below Suitability Standard",32,"Core Housing Need","Housing Standards"
"59918",2011-07-01,"2011","Below One or More Housing Standards",38.9,"Core Housing Need","Housing Standards"
"59918",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"59918",2011-07-01,"2011","Total",11.9,"Core Housing Need","Housing Standards"
"59918",2016-07-01,"2016","Below Affordability Standard",47.9,"Core Housing Need","Housing Standards"
"59918",2016-07-01,"2016","Below Adequacy Standard",25.2,"Core Housing Need","Housing Standards"
"59918",2016-07-01,"2016","Below Suitability Standard",19.1,"Core Housing Need","Housing Standards"
"59918",2016-07-01,"2016","Below One or More Housing Standards",40.2,"Core Housing Need","Housing Standards"
"59918",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"59918",2016-07-01,"2016","Total",11,"Core Housing Need","Housing Standards"
"59918",2021-07-01,"2021","Below Affordability Standard",27.3,"Core Housing Need","Housing Standards"
"59918",2021-07-01,"2021","Below Adequacy Standard",11.9,"Core Housing Need","Housing Standards"
"59918",2021-07-01,"2021","Below Suitability Standard",18.2,"Core Housing Need","Housing Standards"
"59918",2021-07-01,"2021","Below One or More Housing Standards",22.1,"Core Housing Need","Housing Standards"
"59918",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"59918",2021-07-01,"2021","Total",5.9,"Core Housing Need","Housing Standards"
