"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"35553",2006-07-01,"2006","Below Affordability Standard",49.4,"Core Housing Need","Housing Standards"
"35553",2006-07-01,"2006","Below Adequacy Standard",9.1,"Core Housing Need","Housing Standards"
"35553",2006-07-01,"2006","Below Suitability Standard",18.4,"Core Housing Need","Housing Standards"
"35553",2006-07-01,"2006","Below One or More Housing Standards",36.8,"Core Housing Need","Housing Standards"
"35553",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"35553",2006-07-01,"2006","Total",10.1,"Core Housing Need","Housing Standards"
"35553",2011-07-01,"2011","Below Affordability Standard",41.6,"Core Housing Need","Housing Standards"
"35553",2011-07-01,"2011","Below Adequacy Standard",27.8,"Core Housing Need","Housing Standards"
"35553",2011-07-01,"2011","Below Suitability Standard",16.6,"Core Housing Need","Housing Standards"
"35553",2011-07-01,"2011","Below One or More Housing Standards",32.7,"Core Housing Need","Housing Standards"
"35553",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"35553",2011-07-01,"2011","Total",8.9,"Core Housing Need","Housing Standards"
"35553",2016-07-01,"2016","Below Affordability Standard",47.6,"Core Housing Need","Housing Standards"
"35553",2016-07-01,"2016","Below Adequacy Standard",23.2,"Core Housing Need","Housing Standards"
"35553",2016-07-01,"2016","Below Suitability Standard",14.3,"Core Housing Need","Housing Standards"
"35553",2016-07-01,"2016","Below One or More Housing Standards",38.2,"Core Housing Need","Housing Standards"
"35553",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"35553",2016-07-01,"2016","Total",10.4,"Core Housing Need","Housing Standards"
"35553",2021-07-01,"2021","Below Affordability Standard",36,"Core Housing Need","Housing Standards"
"35553",2021-07-01,"2021","Below Adequacy Standard",16.7,"Core Housing Need","Housing Standards"
"35553",2021-07-01,"2021","Below Suitability Standard",9.7,"Core Housing Need","Housing Standards"
"35553",2021-07-01,"2021","Below One or More Housing Standards",28.2,"Core Housing Need","Housing Standards"
"35553",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"35553",2021-07-01,"2021","Total",7.3,"Core Housing Need","Housing Standards"
