"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"48820",2006-07-01,"2006","Below Affordability Standard",1255,"Core Housing Need","Housing Standards"
"48820",2006-07-01,"2006","Below Adequacy Standard",170,"Core Housing Need","Housing Standards"
"48820",2006-07-01,"2006","Below Suitability Standard",135,"Core Housing Need","Housing Standards"
"48820",2006-07-01,"2006","Below One or More Housing Standards",1465,"Core Housing Need","Housing Standards"
"48820",2006-07-01,"2006","Above Standards",4100,"Core Housing Need","Housing Standards"
"48820",2006-07-01,"2006","Total",5565,"Core Housing Need","Housing Standards"
"48820",2011-07-01,"2011","Below Affordability Standard",1545,"Core Housing Need","Housing Standards"
"48820",2011-07-01,"2011","Below Adequacy Standard",245,"Core Housing Need","Housing Standards"
"48820",2011-07-01,"2011","Below Suitability Standard",190,"Core Housing Need","Housing Standards"
"48820",2011-07-01,"2011","Below One or More Housing Standards",1920,"Core Housing Need","Housing Standards"
"48820",2011-07-01,"2011","Above Standards",6205,"Core Housing Need","Housing Standards"
"48820",2011-07-01,"2011","Total",8115,"Core Housing Need","Housing Standards"
"48820",2016-07-01,"2016","Below Affordability Standard",1695,"Core Housing Need","Housing Standards"
"48820",2016-07-01,"2016","Below Adequacy Standard",165,"Core Housing Need","Housing Standards"
"48820",2016-07-01,"2016","Below Suitability Standard",270,"Core Housing Need","Housing Standards"
"48820",2016-07-01,"2016","Below One or More Housing Standards",2045,"Core Housing Need","Housing Standards"
"48820",2016-07-01,"2016","Above Standards",7395,"Core Housing Need","Housing Standards"
"48820",2016-07-01,"2016","Total",9440,"Core Housing Need","Housing Standards"
"48820",2021-07-01,"2021","Below Affordability Standard",1660,"Core Housing Need","Housing Standards"
"48820",2021-07-01,"2021","Below Adequacy Standard",255,"Core Housing Need","Housing Standards"
"48820",2021-07-01,"2021","Below Suitability Standard",285,"Core Housing Need","Housing Standards"
"48820",2021-07-01,"2021","Below One or More Housing Standards",2090,"Core Housing Need","Housing Standards"
"48820",2021-07-01,"2021","Above Standards",8220,"Core Housing Need","Housing Standards"
"48820",2021-07-01,"2021","Total",10305,"Core Housing Need","Housing Standards"
