"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"59952",2006-07-01,"2006","Below Affordability Standard",560,"Core Housing Need","Housing Standards"
"59952",2006-07-01,"2006","Below Adequacy Standard",135,"Core Housing Need","Housing Standards"
"59952",2006-07-01,"2006","Below Suitability Standard",45,"Core Housing Need","Housing Standards"
"59952",2006-07-01,"2006","Below One or More Housing Standards",600,"Core Housing Need","Housing Standards"
"59952",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"59952",2006-07-01,"2006","Total",600,"Core Housing Need","Housing Standards"
"59952",2011-07-01,"2011","Below Affordability Standard",760,"Core Housing Need","Housing Standards"
"59952",2011-07-01,"2011","Below Adequacy Standard",125,"Core Housing Need","Housing Standards"
"59952",2011-07-01,"2011","Below Suitability Standard",55,"Core Housing Need","Housing Standards"
"59952",2011-07-01,"2011","Below One or More Housing Standards",795,"Core Housing Need","Housing Standards"
"59952",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"59952",2011-07-01,"2011","Total",800,"Core Housing Need","Housing Standards"
"59952",2016-07-01,"2016","Below Affordability Standard",745,"Core Housing Need","Housing Standards"
"59952",2016-07-01,"2016","Below Adequacy Standard",210,"Core Housing Need","Housing Standards"
"59952",2016-07-01,"2016","Below Suitability Standard",75,"Core Housing Need","Housing Standards"
"59952",2016-07-01,"2016","Below One or More Housing Standards",870,"Core Housing Need","Housing Standards"
"59952",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"59952",2016-07-01,"2016","Total",870,"Core Housing Need","Housing Standards"
"59952",2021-07-01,"2021","Below Affordability Standard",530,"Core Housing Need","Housing Standards"
"59952",2021-07-01,"2021","Below Adequacy Standard",140,"Core Housing Need","Housing Standards"
"59952",2021-07-01,"2021","Below Suitability Standard",30,"Core Housing Need","Housing Standards"
"59952",2021-07-01,"2021","Below One or More Housing Standards",605,"Core Housing Need","Housing Standards"
"59952",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"59952",2021-07-01,"2021","Total",605,"Core Housing Need","Housing Standards"
