"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"13329",2006-07-01,"2006","Below Affordability Standard",660,"Core Housing Need","Housing Standards"
"13329",2006-07-01,"2006","Below Adequacy Standard",165,"Core Housing Need","Housing Standards"
"13329",2006-07-01,"2006","Below Suitability Standard",50,"Core Housing Need","Housing Standards"
"13329",2006-07-01,"2006","Below One or More Housing Standards",760,"Core Housing Need","Housing Standards"
"13329",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"13329",2006-07-01,"2006","Total",765,"Core Housing Need","Housing Standards"
"13329",2011-07-01,"2011","Below Affordability Standard",600,"Core Housing Need","Housing Standards"
"13329",2011-07-01,"2011","Below Adequacy Standard",150,"Core Housing Need","Housing Standards"
"13329",2011-07-01,"2011","Below Suitability Standard",30,"Core Housing Need","Housing Standards"
"13329",2011-07-01,"2011","Below One or More Housing Standards",650,"Core Housing Need","Housing Standards"
"13329",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"13329",2011-07-01,"2011","Total",650,"Core Housing Need","Housing Standards"
"13329",2016-07-01,"2016","Below Affordability Standard",815,"Core Housing Need","Housing Standards"
"13329",2016-07-01,"2016","Below Adequacy Standard",230,"Core Housing Need","Housing Standards"
"13329",2016-07-01,"2016","Below Suitability Standard",20,"Core Housing Need","Housing Standards"
"13329",2016-07-01,"2016","Below One or More Housing Standards",900,"Core Housing Need","Housing Standards"
"13329",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"13329",2016-07-01,"2016","Total",900,"Core Housing Need","Housing Standards"
"13329",2021-07-01,"2021","Below Affordability Standard",330,"Core Housing Need","Housing Standards"
"13329",2021-07-01,"2021","Below Adequacy Standard",95,"Core Housing Need","Housing Standards"
"13329",2021-07-01,"2021","Below Suitability Standard",0,"Core Housing Need","Housing Standards"
"13329",2021-07-01,"2021","Below One or More Housing Standards",365,"Core Housing Need","Housing Standards"
"13329",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"13329",2021-07-01,"2021","Total",365,"Core Housing Need","Housing Standards"
