"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"35598",2006-07-01,"2006","Below Affordability Standard",1105,"Core Housing Need","Housing Standards"
"35598",2006-07-01,"2006","Below Adequacy Standard",570,"Core Housing Need","Housing Standards"
"35598",2006-07-01,"2006","Below Suitability Standard",230,"Core Housing Need","Housing Standards"
"35598",2006-07-01,"2006","Below One or More Housing Standards",1680,"Core Housing Need","Housing Standards"
"35598",2006-07-01,"2006","Above Standards",4465,"Core Housing Need","Housing Standards"
"35598",2006-07-01,"2006","Total",6145,"Core Housing Need","Housing Standards"
"35598",2011-07-01,"2011","Below Affordability Standard",1150,"Core Housing Need","Housing Standards"
"35598",2011-07-01,"2011","Below Adequacy Standard",755,"Core Housing Need","Housing Standards"
"35598",2011-07-01,"2011","Below Suitability Standard",265,"Core Housing Need","Housing Standards"
"35598",2011-07-01,"2011","Below One or More Housing Standards",1880,"Core Housing Need","Housing Standards"
"35598",2011-07-01,"2011","Above Standards",4435,"Core Housing Need","Housing Standards"
"35598",2011-07-01,"2011","Total",6320,"Core Housing Need","Housing Standards"
"35598",2016-07-01,"2016","Below Affordability Standard",1195,"Core Housing Need","Housing Standards"
"35598",2016-07-01,"2016","Below Adequacy Standard",635,"Core Housing Need","Housing Standards"
"35598",2016-07-01,"2016","Below Suitability Standard",240,"Core Housing Need","Housing Standards"
"35598",2016-07-01,"2016","Below One or More Housing Standards",1840,"Core Housing Need","Housing Standards"
"35598",2016-07-01,"2016","Above Standards",4545,"Core Housing Need","Housing Standards"
"35598",2016-07-01,"2016","Total",6385,"Core Housing Need","Housing Standards"
"35598",2021-07-01,"2021","Below Affordability Standard",1020,"Core Housing Need","Housing Standards"
"35598",2021-07-01,"2021","Below Adequacy Standard",630,"Core Housing Need","Housing Standards"
"35598",2021-07-01,"2021","Below Suitability Standard",240,"Core Housing Need","Housing Standards"
"35598",2021-07-01,"2021","Below One or More Housing Standards",1715,"Core Housing Need","Housing Standards"
"35598",2021-07-01,"2021","Above Standards",4710,"Core Housing Need","Housing Standards"
"35598",2021-07-01,"2021","Total",6425,"Core Housing Need","Housing Standards"
