"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"13328",2006-07-01,"2006","Below Affordability Standard",1080,"Core Housing Need","Housing Standards"
"13328",2006-07-01,"2006","Below Adequacy Standard",275,"Core Housing Need","Housing Standards"
"13328",2006-07-01,"2006","Below Suitability Standard",75,"Core Housing Need","Housing Standards"
"13328",2006-07-01,"2006","Below One or More Housing Standards",1220,"Core Housing Need","Housing Standards"
"13328",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"13328",2006-07-01,"2006","Total",1220,"Core Housing Need","Housing Standards"
"13328",2011-07-01,"2011","Below Affordability Standard",1045,"Core Housing Need","Housing Standards"
"13328",2011-07-01,"2011","Below Adequacy Standard",310,"Core Housing Need","Housing Standards"
"13328",2011-07-01,"2011","Below Suitability Standard",55,"Core Housing Need","Housing Standards"
"13328",2011-07-01,"2011","Below One or More Housing Standards",1165,"Core Housing Need","Housing Standards"
"13328",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"13328",2011-07-01,"2011","Total",1165,"Core Housing Need","Housing Standards"
"13328",2016-07-01,"2016","Below Affordability Standard",680,"Core Housing Need","Housing Standards"
"13328",2016-07-01,"2016","Below Adequacy Standard",210,"Core Housing Need","Housing Standards"
"13328",2016-07-01,"2016","Below Suitability Standard",25,"Core Housing Need","Housing Standards"
"13328",2016-07-01,"2016","Below One or More Housing Standards",775,"Core Housing Need","Housing Standards"
"13328",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"13328",2016-07-01,"2016","Total",775,"Core Housing Need","Housing Standards"
"13328",2021-07-01,"2021","Below Affordability Standard",345,"Core Housing Need","Housing Standards"
"13328",2021-07-01,"2021","Below Adequacy Standard",85,"Core Housing Need","Housing Standards"
"13328",2021-07-01,"2021","Below Suitability Standard",0,"Core Housing Need","Housing Standards"
"13328",2021-07-01,"2021","Below One or More Housing Standards",410,"Core Housing Need","Housing Standards"
"13328",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"13328",2021-07-01,"2021","Total",410,"Core Housing Need","Housing Standards"
