"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"48832",2016-07-01,"2016","Below Affordability Standard",810,"Core Housing Need","Housing Standards"
"48832",2016-07-01,"2016","Below Adequacy Standard",225,"Core Housing Need","Housing Standards"
"48832",2016-07-01,"2016","Below Suitability Standard",145,"Core Housing Need","Housing Standards"
"48832",2016-07-01,"2016","Below One or More Housing Standards",1085,"Core Housing Need","Housing Standards"
"48832",2016-07-01,"2016","Above Standards",3615,"Core Housing Need","Housing Standards"
"48832",2016-07-01,"2016","Total",4705,"Core Housing Need","Housing Standards"
"48832",2021-07-01,"2021","Below Affordability Standard",920,"Core Housing Need","Housing Standards"
"48832",2021-07-01,"2021","Below Adequacy Standard",285,"Core Housing Need","Housing Standards"
"48832",2021-07-01,"2021","Below Suitability Standard",110,"Core Housing Need","Housing Standards"
"48832",2021-07-01,"2021","Below One or More Housing Standards",1230,"Core Housing Need","Housing Standards"
"48832",2021-07-01,"2021","Above Standards",3865,"Core Housing Need","Housing Standards"
"48832",2021-07-01,"2021","Total",5100,"Core Housing Need","Housing Standards"
