"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"12220",2006-07-01,"2006","Below Affordability Standard",47.9,"Core Housing Need","Housing Standards"
"12220",2006-07-01,"2006","Below Adequacy Standard",22.1,"Core Housing Need","Housing Standards"
"12220",2006-07-01,"2006","Below Suitability Standard",26.8,"Core Housing Need","Housing Standards"
"12220",2006-07-01,"2006","Below One or More Housing Standards",34.1,"Core Housing Need","Housing Standards"
"12220",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"12220",2006-07-01,"2006","Total",10.3,"Core Housing Need","Housing Standards"
"12220",2011-07-01,"2011","Below Affordability Standard",60.7,"Core Housing Need","Housing Standards"
"12220",2011-07-01,"2011","Below Adequacy Standard",15.8,"Core Housing Need","Housing Standards"
"12220",2011-07-01,"2011","Below Suitability Standard",22.2,"Core Housing Need","Housing Standards"
"12220",2011-07-01,"2011","Below One or More Housing Standards",38.6,"Core Housing Need","Housing Standards"
"12220",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"12220",2011-07-01,"2011","Total",11.9,"Core Housing Need","Housing Standards"
"12220",2016-07-01,"2016","Below Affordability Standard",52.4,"Core Housing Need","Housing Standards"
"12220",2016-07-01,"2016","Below Adequacy Standard",24.8,"Core Housing Need","Housing Standards"
"12220",2016-07-01,"2016","Below Suitability Standard",24.3,"Core Housing Need","Housing Standards"
"12220",2016-07-01,"2016","Below One or More Housing Standards",38.4,"Core Housing Need","Housing Standards"
"12220",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"12220",2016-07-01,"2016","Total",10.9,"Core Housing Need","Housing Standards"
"12220",2021-07-01,"2021","Below Affordability Standard",34.2,"Core Housing Need","Housing Standards"
"12220",2021-07-01,"2021","Below Adequacy Standard",12.6,"Core Housing Need","Housing Standards"
"12220",2021-07-01,"2021","Below Suitability Standard",9.1,"Core Housing Need","Housing Standards"
"12220",2021-07-01,"2021","Below One or More Housing Standards",21.7,"Core Housing Need","Housing Standards"
"12220",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"12220",2021-07-01,"2021","Total",5.5,"Core Housing Need","Housing Standards"
