"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"35586",2006-07-01,"2006","Below Affordability Standard",64.5,"Core Housing Need","Housing Standards"
"35586",2006-07-01,"2006","Below Adequacy Standard",31.4,"Core Housing Need","Housing Standards"
"35586",2006-07-01,"2006","Below Suitability Standard",29.4,"Core Housing Need","Housing Standards"
"35586",2006-07-01,"2006","Below One or More Housing Standards",48.8,"Core Housing Need","Housing Standards"
"35586",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"35586",2006-07-01,"2006","Total",13,"Core Housing Need","Housing Standards"
"35586",2011-07-01,"2011","Below Affordability Standard",45.7,"Core Housing Need","Housing Standards"
"35586",2011-07-01,"2011","Below Adequacy Standard",22.1,"Core Housing Need","Housing Standards"
"35586",2011-07-01,"2011","Below Suitability Standard",21.7,"Core Housing Need","Housing Standards"
"35586",2011-07-01,"2011","Below One or More Housing Standards",30.8,"Core Housing Need","Housing Standards"
"35586",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"35586",2011-07-01,"2011","Total",8.3,"Core Housing Need","Housing Standards"
"35586",2016-07-01,"2016","Below Affordability Standard",55.2,"Core Housing Need","Housing Standards"
"35586",2016-07-01,"2016","Below Adequacy Standard",27.7,"Core Housing Need","Housing Standards"
"35586",2016-07-01,"2016","Below Suitability Standard",33,"Core Housing Need","Housing Standards"
"35586",2016-07-01,"2016","Below One or More Housing Standards",43.9,"Core Housing Need","Housing Standards"
"35586",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"35586",2016-07-01,"2016","Total",12.3,"Core Housing Need","Housing Standards"
"35586",2021-07-01,"2021","Below Affordability Standard",46,"Core Housing Need","Housing Standards"
"35586",2021-07-01,"2021","Below Adequacy Standard",16.3,"Core Housing Need","Housing Standards"
"35586",2021-07-01,"2021","Below Suitability Standard",15.4,"Core Housing Need","Housing Standards"
"35586",2021-07-01,"2021","Below One or More Housing Standards",31.5,"Core Housing Need","Housing Standards"
"35586",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"35586",2021-07-01,"2021","Total",7.7,"Core Housing Need","Housing Standards"
