"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"24467",2006-07-01,"2006","Below Affordability Standard",475,"Core Housing Need","Housing Standards"
"24467",2006-07-01,"2006","Below Adequacy Standard",75,"Core Housing Need","Housing Standards"
"24467",2006-07-01,"2006","Below Suitability Standard",25,"Core Housing Need","Housing Standards"
"24467",2006-07-01,"2006","Below One or More Housing Standards",525,"Core Housing Need","Housing Standards"
"24467",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"24467",2006-07-01,"2006","Total",520,"Core Housing Need","Housing Standards"
"24467",2011-07-01,"2011","Below Affordability Standard",590,"Core Housing Need","Housing Standards"
"24467",2011-07-01,"2011","Below Adequacy Standard",70,"Core Housing Need","Housing Standards"
"24467",2011-07-01,"2011","Below Suitability Standard",95,"Core Housing Need","Housing Standards"
"24467",2011-07-01,"2011","Below One or More Housing Standards",630,"Core Housing Need","Housing Standards"
"24467",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"24467",2011-07-01,"2011","Total",625,"Core Housing Need","Housing Standards"
