"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"59907",2006-07-01,"2006","Below Affordability Standard",600,"Core Housing Need","Housing Standards"
"59907",2006-07-01,"2006","Below Adequacy Standard",120,"Core Housing Need","Housing Standards"
"59907",2006-07-01,"2006","Below Suitability Standard",85,"Core Housing Need","Housing Standards"
"59907",2006-07-01,"2006","Below One or More Housing Standards",635,"Core Housing Need","Housing Standards"
"59907",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"59907",2006-07-01,"2006","Total",635,"Core Housing Need","Housing Standards"
"59907",2011-07-01,"2011","Below Affordability Standard",675,"Core Housing Need","Housing Standards"
"59907",2011-07-01,"2011","Below Adequacy Standard",150,"Core Housing Need","Housing Standards"
"59907",2011-07-01,"2011","Below Suitability Standard",30,"Core Housing Need","Housing Standards"
"59907",2011-07-01,"2011","Below One or More Housing Standards",740,"Core Housing Need","Housing Standards"
"59907",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"59907",2011-07-01,"2011","Total",745,"Core Housing Need","Housing Standards"
"59907",2016-07-01,"2016","Below Affordability Standard",1055,"Core Housing Need","Housing Standards"
"59907",2016-07-01,"2016","Below Adequacy Standard",205,"Core Housing Need","Housing Standards"
"59907",2016-07-01,"2016","Below Suitability Standard",45,"Core Housing Need","Housing Standards"
"59907",2016-07-01,"2016","Below One or More Housing Standards",1110,"Core Housing Need","Housing Standards"
"59907",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"59907",2016-07-01,"2016","Total",1115,"Core Housing Need","Housing Standards"
"59907",2021-07-01,"2021","Below Affordability Standard",690,"Core Housing Need","Housing Standards"
"59907",2021-07-01,"2021","Below Adequacy Standard",195,"Core Housing Need","Housing Standards"
"59907",2021-07-01,"2021","Below Suitability Standard",55,"Core Housing Need","Housing Standards"
"59907",2021-07-01,"2021","Below One or More Housing Standards",770,"Core Housing Need","Housing Standards"
"59907",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"59907",2021-07-01,"2021","Total",770,"Core Housing Need","Housing Standards"
