"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"24505",2006-07-01,"2006","Below Affordability Standard",10705,"Core Housing Need","Housing Standards"
"24505",2006-07-01,"2006","Below Adequacy Standard",1620,"Core Housing Need","Housing Standards"
"24505",2006-07-01,"2006","Below Suitability Standard",1285,"Core Housing Need","Housing Standards"
"24505",2006-07-01,"2006","Below One or More Housing Standards",11585,"Core Housing Need","Housing Standards"
"24505",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"24505",2006-07-01,"2006","Total",11590,"Core Housing Need","Housing Standards"
"24505",2011-07-01,"2011","Below Affordability Standard",11260,"Core Housing Need","Housing Standards"
"24505",2011-07-01,"2011","Below Adequacy Standard",1635,"Core Housing Need","Housing Standards"
"24505",2011-07-01,"2011","Below Suitability Standard",1040,"Core Housing Need","Housing Standards"
"24505",2011-07-01,"2011","Below One or More Housing Standards",12045,"Core Housing Need","Housing Standards"
"24505",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"24505",2011-07-01,"2011","Total",12050,"Core Housing Need","Housing Standards"
"24505",2016-07-01,"2016","Below Affordability Standard",10085,"Core Housing Need","Housing Standards"
"24505",2016-07-01,"2016","Below Adequacy Standard",1205,"Core Housing Need","Housing Standards"
"24505",2016-07-01,"2016","Below Suitability Standard",795,"Core Housing Need","Housing Standards"
"24505",2016-07-01,"2016","Below One or More Housing Standards",10700,"Core Housing Need","Housing Standards"
"24505",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"24505",2016-07-01,"2016","Total",10705,"Core Housing Need","Housing Standards"
"24505",2021-07-01,"2021","Below Affordability Standard",7270,"Core Housing Need","Housing Standards"
"24505",2021-07-01,"2021","Below Adequacy Standard",960,"Core Housing Need","Housing Standards"
"24505",2021-07-01,"2021","Below Suitability Standard",460,"Core Housing Need","Housing Standards"
"24505",2021-07-01,"2021","Below One or More Housing Standards",7770,"Core Housing Need","Housing Standards"
"24505",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"24505",2021-07-01,"2021","Total",7770,"Core Housing Need","Housing Standards"
