"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"35535",2006-07-01,"2006","Below Affordability Standard",487405,"Core Housing Need","Housing Standards"
"35535",2006-07-01,"2006","Below Adequacy Standard",99490,"Core Housing Need","Housing Standards"
"35535",2006-07-01,"2006","Below Suitability Standard",207040,"Core Housing Need","Housing Standards"
"35535",2006-07-01,"2006","Below One or More Housing Standards",677610,"Core Housing Need","Housing Standards"
"35535",2006-07-01,"2006","Above Standards",1018705,"Core Housing Need","Housing Standards"
"35535",2006-07-01,"2006","Total",1696310,"Core Housing Need","Housing Standards"
"35535",2011-07-01,"2011","Below Affordability Standard",513405,"Core Housing Need","Housing Standards"
"35535",2011-07-01,"2011","Below Adequacy Standard",109785,"Core Housing Need","Housing Standards"
"35535",2011-07-01,"2011","Below Suitability Standard",209585,"Core Housing Need","Housing Standards"
"35535",2011-07-01,"2011","Below One or More Housing Standards",724290,"Core Housing Need","Housing Standards"
"35535",2011-07-01,"2011","Above Standards",1140480,"Core Housing Need","Housing Standards"
"35535",2011-07-01,"2011","Total",1864770,"Core Housing Need","Housing Standards"
"35535",2016-07-01,"2016","Below Affordability Standard",589435,"Core Housing Need","Housing Standards"
"35535",2016-07-01,"2016","Below Adequacy Standard",108850,"Core Housing Need","Housing Standards"
"35535",2016-07-01,"2016","Below Suitability Standard",193810,"Core Housing Need","Housing Standards"
"35535",2016-07-01,"2016","Below One or More Housing Standards",782090,"Core Housing Need","Housing Standards"
"35535",2016-07-01,"2016","Above Standards",1225845,"Core Housing Need","Housing Standards"
"35535",2016-07-01,"2016","Total",2007935,"Core Housing Need","Housing Standards"
"35535",2021-07-01,"2021","Below Affordability Standard",597335,"Core Housing Need","Housing Standards"
"35535",2021-07-01,"2021","Below Adequacy Standard",109580,"Core Housing Need","Housing Standards"
"35535",2021-07-01,"2021","Below Suitability Standard",225735,"Core Housing Need","Housing Standards"
"35535",2021-07-01,"2021","Below One or More Housing Standards",833065,"Core Housing Need","Housing Standards"
"35535",2021-07-01,"2021","Above Standards",1326235,"Core Housing Need","Housing Standards"
"35535",2021-07-01,"2021","Total",2159300,"Core Housing Need","Housing Standards"
