"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"24433",2006-07-01,"2006","Below Affordability Standard",7280,"Core Housing Need","Housing Standards"
"24433",2006-07-01,"2006","Below Adequacy Standard",740,"Core Housing Need","Housing Standards"
"24433",2006-07-01,"2006","Below Suitability Standard",565,"Core Housing Need","Housing Standards"
"24433",2006-07-01,"2006","Below One or More Housing Standards",7575,"Core Housing Need","Housing Standards"
"24433",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"24433",2006-07-01,"2006","Total",7580,"Core Housing Need","Housing Standards"
"24433",2011-07-01,"2011","Below Affordability Standard",8165,"Core Housing Need","Housing Standards"
"24433",2011-07-01,"2011","Below Adequacy Standard",725,"Core Housing Need","Housing Standards"
"24433",2011-07-01,"2011","Below Suitability Standard",555,"Core Housing Need","Housing Standards"
"24433",2011-07-01,"2011","Below One or More Housing Standards",8590,"Core Housing Need","Housing Standards"
"24433",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"24433",2011-07-01,"2011","Total",8590,"Core Housing Need","Housing Standards"
"24433",2016-07-01,"2016","Below Affordability Standard",6425,"Core Housing Need","Housing Standards"
"24433",2016-07-01,"2016","Below Adequacy Standard",500,"Core Housing Need","Housing Standards"
"24433",2016-07-01,"2016","Below Suitability Standard",355,"Core Housing Need","Housing Standards"
"24433",2016-07-01,"2016","Below One or More Housing Standards",6700,"Core Housing Need","Housing Standards"
"24433",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"24433",2016-07-01,"2016","Total",6700,"Core Housing Need","Housing Standards"
"24433",2021-07-01,"2021","Below Affordability Standard",3840,"Core Housing Need","Housing Standards"
"24433",2021-07-01,"2021","Below Adequacy Standard",335,"Core Housing Need","Housing Standards"
"24433",2021-07-01,"2021","Below Suitability Standard",140,"Core Housing Need","Housing Standards"
"24433",2021-07-01,"2021","Below One or More Housing Standards",3965,"Core Housing Need","Housing Standards"
"24433",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"24433",2021-07-01,"2021","Total",3965,"Core Housing Need","Housing Standards"
