"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"59952",2006-07-01,"2006","Below Affordability Standard",45.5,"Core Housing Need","Housing Standards"
"59952",2006-07-01,"2006","Below Adequacy Standard",13.4,"Core Housing Need","Housing Standards"
"59952",2006-07-01,"2006","Below Suitability Standard",16.6,"Core Housing Need","Housing Standards"
"59952",2006-07-01,"2006","Below One or More Housing Standards",28.7,"Core Housing Need","Housing Standards"
"59952",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"59952",2006-07-01,"2006","Total",7,"Core Housing Need","Housing Standards"
"59952",2011-07-01,"2011","Below Affordability Standard",53.5,"Core Housing Need","Housing Standards"
"59952",2011-07-01,"2011","Below Adequacy Standard",19,"Core Housing Need","Housing Standards"
"59952",2011-07-01,"2011","Below Suitability Standard",16.8,"Core Housing Need","Housing Standards"
"59952",2011-07-01,"2011","Below One or More Housing Standards",36.7,"Core Housing Need","Housing Standards"
"59952",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"59952",2011-07-01,"2011","Total",9.3,"Core Housing Need","Housing Standards"
"59952",2016-07-01,"2016","Below Affordability Standard",58.2,"Core Housing Need","Housing Standards"
"59952",2016-07-01,"2016","Below Adequacy Standard",22.5,"Core Housing Need","Housing Standards"
"59952",2016-07-01,"2016","Below Suitability Standard",27.3,"Core Housing Need","Housing Standards"
"59952",2016-07-01,"2016","Below One or More Housing Standards",38.6,"Core Housing Need","Housing Standards"
"59952",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"59952",2016-07-01,"2016","Total",9.1,"Core Housing Need","Housing Standards"
"59952",2021-07-01,"2021","Below Affordability Standard",45.5,"Core Housing Need","Housing Standards"
"59952",2021-07-01,"2021","Below Adequacy Standard",15.4,"Core Housing Need","Housing Standards"
"59952",2021-07-01,"2021","Below Suitability Standard",10.5,"Core Housing Need","Housing Standards"
"59952",2021-07-01,"2021","Below One or More Housing Standards",27.9,"Core Housing Need","Housing Standards"
"59952",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"59952",2021-07-01,"2021","Total",6.2,"Core Housing Need","Housing Standards"
