"GeoUID","Date","DateString","Households in Core Housing Need","Value","Survey","Series"
"48850",2006-07-01,"2006","Below Affordability Standard",1845,"Core Housing Need","Housing Standards"
"48850",2006-07-01,"2006","Below Adequacy Standard",265,"Core Housing Need","Housing Standards"
"48850",2006-07-01,"2006","Below Suitability Standard",265,"Core Housing Need","Housing Standards"
"48850",2006-07-01,"2006","Below One or More Housing Standards",2110,"Core Housing Need","Housing Standards"
"48850",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"48850",2006-07-01,"2006","Total",2110,"Core Housing Need","Housing Standards"
"48850",2011-07-01,"2011","Below Affordability Standard",1625,"Core Housing Need","Housing Standards"
"48850",2011-07-01,"2011","Below Adequacy Standard",150,"Core Housing Need","Housing Standards"
"48850",2011-07-01,"2011","Below Suitability Standard",130,"Core Housing Need","Housing Standards"
"48850",2011-07-01,"2011","Below One or More Housing Standards",1720,"Core Housing Need","Housing Standards"
"48850",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"48850",2011-07-01,"2011","Total",1725,"Core Housing Need","Housing Standards"
"48850",2016-07-01,"2016","Below Affordability Standard",2280,"Core Housing Need","Housing Standards"
"48850",2016-07-01,"2016","Below Adequacy Standard",230,"Core Housing Need","Housing Standards"
"48850",2016-07-01,"2016","Below Suitability Standard",190,"Core Housing Need","Housing Standards"
"48850",2016-07-01,"2016","Below One or More Housing Standards",2470,"Core Housing Need","Housing Standards"
"48850",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"48850",2016-07-01,"2016","Total",2475,"Core Housing Need","Housing Standards"
"48850",2021-07-01,"2021","Below Affordability Standard",2405,"Core Housing Need","Housing Standards"
"48850",2021-07-01,"2021","Below Adequacy Standard",275,"Core Housing Need","Housing Standards"
"48850",2021-07-01,"2021","Below Suitability Standard",145,"Core Housing Need","Housing Standards"
"48850",2021-07-01,"2021","Below One or More Housing Standards",2520,"Core Housing Need","Housing Standards"
"48850",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"48850",2021-07-01,"2021","Total",2520,"Core Housing Need","Housing Standards"
