"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"35501",2006-07-01,"2006","Below Affordability Standard",5700,"Core Housing Need","Housing Standards"
"35501",2006-07-01,"2006","Below Adequacy Standard",1785,"Core Housing Need","Housing Standards"
"35501",2006-07-01,"2006","Below Suitability Standard",935,"Core Housing Need","Housing Standards"
"35501",2006-07-01,"2006","Below One or More Housing Standards",7425,"Core Housing Need","Housing Standards"
"35501",2006-07-01,"2006","Above Standards",15935,"Core Housing Need","Housing Standards"
"35501",2006-07-01,"2006","Total",23355,"Core Housing Need","Housing Standards"
"35501",2011-07-01,"2011","Below Affordability Standard",5435,"Core Housing Need","Housing Standards"
"35501",2011-07-01,"2011","Below Adequacy Standard",2180,"Core Housing Need","Housing Standards"
"35501",2011-07-01,"2011","Below Suitability Standard",1135,"Core Housing Need","Housing Standards"
"35501",2011-07-01,"2011","Below One or More Housing Standards",7695,"Core Housing Need","Housing Standards"
"35501",2011-07-01,"2011","Above Standards",16540,"Core Housing Need","Housing Standards"
"35501",2011-07-01,"2011","Total",24235,"Core Housing Need","Housing Standards"
"35501",2016-07-01,"2016","Below Affordability Standard",6595,"Core Housing Need","Housing Standards"
"35501",2016-07-01,"2016","Below Adequacy Standard",2060,"Core Housing Need","Housing Standards"
"35501",2016-07-01,"2016","Below Suitability Standard",745,"Core Housing Need","Housing Standards"
"35501",2016-07-01,"2016","Below One or More Housing Standards",8350,"Core Housing Need","Housing Standards"
"35501",2016-07-01,"2016","Above Standards",17090,"Core Housing Need","Housing Standards"
"35501",2016-07-01,"2016","Total",25440,"Core Housing Need","Housing Standards"
"35501",2021-07-01,"2021","Below Affordability Standard",4960,"Core Housing Need","Housing Standards"
"35501",2021-07-01,"2021","Below Adequacy Standard",2115,"Core Housing Need","Housing Standards"
"35501",2021-07-01,"2021","Below Suitability Standard",1035,"Core Housing Need","Housing Standards"
"35501",2021-07-01,"2021","Below One or More Housing Standards",7305,"Core Housing Need","Housing Standards"
"35501",2021-07-01,"2021","Above Standards",18990,"Core Housing Need","Housing Standards"
"35501",2021-07-01,"2021","Total",26300,"Core Housing Need","Housing Standards"
