"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"24405",2006-07-01,"2006","Below Affordability Standard",46.4,"Core Housing Need","Housing Standards"
"24405",2006-07-01,"2006","Below Adequacy Standard",18.2,"Core Housing Need","Housing Standards"
"24405",2006-07-01,"2006","Below Suitability Standard",9.5,"Core Housing Need","Housing Standards"
"24405",2006-07-01,"2006","Below One or More Housing Standards",33.6,"Core Housing Need","Housing Standards"
"24405",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"24405",2006-07-01,"2006","Total",7,"Core Housing Need","Housing Standards"
"24405",2011-07-01,"2011","Below Affordability Standard",30.9,"Core Housing Need","Housing Standards"
"24405",2011-07-01,"2011","Below Adequacy Standard",0,"Core Housing Need","Housing Standards"
"24405",2011-07-01,"2011","Below Suitability Standard",10.2,"Core Housing Need","Housing Standards"
"24405",2011-07-01,"2011","Below One or More Housing Standards",22.9,"Core Housing Need","Housing Standards"
"24405",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"24405",2011-07-01,"2011","Total",5.1,"Core Housing Need","Housing Standards"
"24405",2016-07-01,"2016","Below Affordability Standard",25.8,"Core Housing Need","Housing Standards"
"24405",2016-07-01,"2016","Below Adequacy Standard",5.6,"Core Housing Need","Housing Standards"
"24405",2016-07-01,"2016","Below Suitability Standard",12,"Core Housing Need","Housing Standards"
"24405",2016-07-01,"2016","Below One or More Housing Standards",20.7,"Core Housing Need","Housing Standards"
"24405",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"24405",2016-07-01,"2016","Total",4,"Core Housing Need","Housing Standards"
"24405",2021-07-01,"2021","Below Affordability Standard",22.7,"Core Housing Need","Housing Standards"
"24405",2021-07-01,"2021","Below Adequacy Standard",7.3,"Core Housing Need","Housing Standards"
"24405",2021-07-01,"2021","Below Suitability Standard",0,"Core Housing Need","Housing Standards"
"24405",2021-07-01,"2021","Below One or More Housing Standards",15.5,"Core Housing Need","Housing Standards"
"24405",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"24405",2021-07-01,"2021","Total",2.3,"Core Housing Need","Housing Standards"
