"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"59930",2006-07-01,"2006","Below Affordability Standard",6840,"Core Housing Need","Housing Standards"
"59930",2006-07-01,"2006","Below Adequacy Standard",1690,"Core Housing Need","Housing Standards"
"59930",2006-07-01,"2006","Below Suitability Standard",1455,"Core Housing Need","Housing Standards"
"59930",2006-07-01,"2006","Below One or More Housing Standards",8950,"Core Housing Need","Housing Standards"
"59930",2006-07-01,"2006","Above Standards",19660,"Core Housing Need","Housing Standards"
"59930",2006-07-01,"2006","Total",28610,"Core Housing Need","Housing Standards"
"59930",2011-07-01,"2011","Below Affordability Standard",8395,"Core Housing Need","Housing Standards"
"59930",2011-07-01,"2011","Below Adequacy Standard",1945,"Core Housing Need","Housing Standards"
"59930",2011-07-01,"2011","Below Suitability Standard",1340,"Core Housing Need","Housing Standards"
"59930",2011-07-01,"2011","Below One or More Housing Standards",10410,"Core Housing Need","Housing Standards"
"59930",2011-07-01,"2011","Above Standards",21875,"Core Housing Need","Housing Standards"
"59930",2011-07-01,"2011","Total",32280,"Core Housing Need","Housing Standards"
"59930",2016-07-01,"2016","Below Affordability Standard",7945,"Core Housing Need","Housing Standards"
"59930",2016-07-01,"2016","Below Adequacy Standard",1910,"Core Housing Need","Housing Standards"
"59930",2016-07-01,"2016","Below Suitability Standard",1135,"Core Housing Need","Housing Standards"
"59930",2016-07-01,"2016","Below One or More Housing Standards",9920,"Core Housing Need","Housing Standards"
"59930",2016-07-01,"2016","Above Standards",25555,"Core Housing Need","Housing Standards"
"59930",2016-07-01,"2016","Total",35470,"Core Housing Need","Housing Standards"
"59930",2021-07-01,"2021","Below Affordability Standard",7780,"Core Housing Need","Housing Standards"
"59930",2021-07-01,"2021","Below Adequacy Standard",1925,"Core Housing Need","Housing Standards"
"59930",2021-07-01,"2021","Below Suitability Standard",1660,"Core Housing Need","Housing Standards"
"59930",2021-07-01,"2021","Below One or More Housing Standards",10345,"Core Housing Need","Housing Standards"
"59930",2021-07-01,"2021","Above Standards",29685,"Core Housing Need","Housing Standards"
"59930",2021-07-01,"2021","Total",40030,"Core Housing Need","Housing Standards"
