"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"24403",2006-07-01,"2006","Below Affordability Standard",1185,"Core Housing Need","Housing Standards"
"24403",2006-07-01,"2006","Below Adequacy Standard",700,"Core Housing Need","Housing Standards"
"24403",2006-07-01,"2006","Below Suitability Standard",160,"Core Housing Need","Housing Standards"
"24403",2006-07-01,"2006","Below One or More Housing Standards",1810,"Core Housing Need","Housing Standards"
"24403",2006-07-01,"2006","Above Standards",5425,"Core Housing Need","Housing Standards"
"24403",2006-07-01,"2006","Total",7235,"Core Housing Need","Housing Standards"
"24403",2011-07-01,"2011","Below Affordability Standard",1565,"Core Housing Need","Housing Standards"
"24403",2011-07-01,"2011","Below Adequacy Standard",660,"Core Housing Need","Housing Standards"
"24403",2011-07-01,"2011","Below Suitability Standard",125,"Core Housing Need","Housing Standards"
"24403",2011-07-01,"2011","Below One or More Housing Standards",2225,"Core Housing Need","Housing Standards"
"24403",2011-07-01,"2011","Above Standards",6225,"Core Housing Need","Housing Standards"
"24403",2011-07-01,"2011","Total",8450,"Core Housing Need","Housing Standards"
"24403",2016-07-01,"2016","Below Affordability Standard",1285,"Core Housing Need","Housing Standards"
"24403",2016-07-01,"2016","Below Adequacy Standard",615,"Core Housing Need","Housing Standards"
"24403",2016-07-01,"2016","Below Suitability Standard",95,"Core Housing Need","Housing Standards"
"24403",2016-07-01,"2016","Below One or More Housing Standards",1850,"Core Housing Need","Housing Standards"
"24403",2016-07-01,"2016","Above Standards",6560,"Core Housing Need","Housing Standards"
"24403",2016-07-01,"2016","Total",8410,"Core Housing Need","Housing Standards"
"24403",2021-07-01,"2021","Below Affordability Standard",935,"Core Housing Need","Housing Standards"
"24403",2021-07-01,"2021","Below Adequacy Standard",680,"Core Housing Need","Housing Standards"
"24403",2021-07-01,"2021","Below Suitability Standard",90,"Core Housing Need","Housing Standards"
"24403",2021-07-01,"2021","Below One or More Housing Standards",1620,"Core Housing Need","Housing Standards"
"24403",2021-07-01,"2021","Above Standards",7405,"Core Housing Need","Housing Standards"
"24403",2021-07-01,"2021","Total",9025,"Core Housing Need","Housing Standards"
