"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"24428",2006-07-01,"2006","Below Affordability Standard",2100,"Core Housing Need","Housing Standards"
"24428",2006-07-01,"2006","Below Adequacy Standard",620,"Core Housing Need","Housing Standards"
"24428",2006-07-01,"2006","Below Suitability Standard",290,"Core Housing Need","Housing Standards"
"24428",2006-07-01,"2006","Below One or More Housing Standards",2835,"Core Housing Need","Housing Standards"
"24428",2006-07-01,"2006","Above Standards",10120,"Core Housing Need","Housing Standards"
"24428",2006-07-01,"2006","Total",12960,"Core Housing Need","Housing Standards"
"24428",2011-07-01,"2011","Below Affordability Standard",2355,"Core Housing Need","Housing Standards"
"24428",2011-07-01,"2011","Below Adequacy Standard",670,"Core Housing Need","Housing Standards"
"24428",2011-07-01,"2011","Below Suitability Standard",300,"Core Housing Need","Housing Standards"
"24428",2011-07-01,"2011","Below One or More Housing Standards",3090,"Core Housing Need","Housing Standards"
"24428",2011-07-01,"2011","Above Standards",11530,"Core Housing Need","Housing Standards"
"24428",2011-07-01,"2011","Total",14620,"Core Housing Need","Housing Standards"
"24428",2016-07-01,"2016","Below Affordability Standard",2365,"Core Housing Need","Housing Standards"
"24428",2016-07-01,"2016","Below Adequacy Standard",525,"Core Housing Need","Housing Standards"
"24428",2016-07-01,"2016","Below Suitability Standard",170,"Core Housing Need","Housing Standards"
"24428",2016-07-01,"2016","Below One or More Housing Standards",2910,"Core Housing Need","Housing Standards"
"24428",2016-07-01,"2016","Above Standards",11380,"Core Housing Need","Housing Standards"
"24428",2016-07-01,"2016","Total",14290,"Core Housing Need","Housing Standards"
"24428",2021-07-01,"2021","Below Affordability Standard",1635,"Core Housing Need","Housing Standards"
"24428",2021-07-01,"2021","Below Adequacy Standard",530,"Core Housing Need","Housing Standards"
"24428",2021-07-01,"2021","Below Suitability Standard",225,"Core Housing Need","Housing Standards"
"24428",2021-07-01,"2021","Below One or More Housing Standards",2320,"Core Housing Need","Housing Standards"
"24428",2021-07-01,"2021","Above Standards",13565,"Core Housing Need","Housing Standards"
"24428",2021-07-01,"2021","Total",15880,"Core Housing Need","Housing Standards"
