"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"35515",2006-07-01,"2006","Below Affordability Standard",1855,"Core Housing Need","Housing Standards"
"35515",2006-07-01,"2006","Below Adequacy Standard",755,"Core Housing Need","Housing Standards"
"35515",2006-07-01,"2006","Below Suitability Standard",320,"Core Housing Need","Housing Standards"
"35515",2006-07-01,"2006","Below One or More Housing Standards",2625,"Core Housing Need","Housing Standards"
"35515",2006-07-01,"2006","Above Standards",6500,"Core Housing Need","Housing Standards"
"35515",2006-07-01,"2006","Total",9125,"Core Housing Need","Housing Standards"
"35515",2011-07-01,"2011","Below Affordability Standard",1830,"Core Housing Need","Housing Standards"
"35515",2011-07-01,"2011","Below Adequacy Standard",785,"Core Housing Need","Housing Standards"
"35515",2011-07-01,"2011","Below Suitability Standard",275,"Core Housing Need","Housing Standards"
"35515",2011-07-01,"2011","Below One or More Housing Standards",2525,"Core Housing Need","Housing Standards"
"35515",2011-07-01,"2011","Above Standards",6950,"Core Housing Need","Housing Standards"
"35515",2011-07-01,"2011","Total",9475,"Core Housing Need","Housing Standards"
"35515",2016-07-01,"2016","Below Affordability Standard",2375,"Core Housing Need","Housing Standards"
"35515",2016-07-01,"2016","Below Adequacy Standard",850,"Core Housing Need","Housing Standards"
"35515",2016-07-01,"2016","Below Suitability Standard",220,"Core Housing Need","Housing Standards"
"35515",2016-07-01,"2016","Below One or More Housing Standards",3050,"Core Housing Need","Housing Standards"
"35515",2016-07-01,"2016","Above Standards",6550,"Core Housing Need","Housing Standards"
"35515",2016-07-01,"2016","Total",9600,"Core Housing Need","Housing Standards"
"35515",2021-07-01,"2021","Below Affordability Standard",1690,"Core Housing Need","Housing Standards"
"35515",2021-07-01,"2021","Below Adequacy Standard",760,"Core Housing Need","Housing Standards"
"35515",2021-07-01,"2021","Below Suitability Standard",285,"Core Housing Need","Housing Standards"
"35515",2021-07-01,"2021","Below One or More Housing Standards",2440,"Core Housing Need","Housing Standards"
"35515",2021-07-01,"2021","Above Standards",7610,"Core Housing Need","Housing Standards"
"35515",2021-07-01,"2021","Total",10050,"Core Housing Need","Housing Standards"
