"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"35537",2006-07-01,"2006","Below Affordability Standard",52.3,"Core Housing Need","Housing Standards"
"35537",2006-07-01,"2006","Below Adequacy Standard",31.7,"Core Housing Need","Housing Standards"
"35537",2006-07-01,"2006","Below Suitability Standard",28.1,"Core Housing Need","Housing Standards"
"35537",2006-07-01,"2006","Below One or More Housing Standards",42,"Core Housing Need","Housing Standards"
"35537",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"35537",2006-07-01,"2006","Total",12.9,"Core Housing Need","Housing Standards"
"35537",2011-07-01,"2011","Below Affordability Standard",46.4,"Core Housing Need","Housing Standards"
"35537",2011-07-01,"2011","Below Adequacy Standard",26.5,"Core Housing Need","Housing Standards"
"35537",2011-07-01,"2011","Below Suitability Standard",26.7,"Core Housing Need","Housing Standards"
"35537",2011-07-01,"2011","Below One or More Housing Standards",36.6,"Core Housing Need","Housing Standards"
"35537",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"35537",2011-07-01,"2011","Total",11.4,"Core Housing Need","Housing Standards"
"35537",2016-07-01,"2016","Below Affordability Standard",52.1,"Core Housing Need","Housing Standards"
"35537",2016-07-01,"2016","Below Adequacy Standard",29.9,"Core Housing Need","Housing Standards"
"35537",2016-07-01,"2016","Below Suitability Standard",31.1,"Core Housing Need","Housing Standards"
"35537",2016-07-01,"2016","Below One or More Housing Standards",43,"Core Housing Need","Housing Standards"
"35537",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"35537",2016-07-01,"2016","Total",13,"Core Housing Need","Housing Standards"
"35537",2021-07-01,"2021","Below Affordability Standard",49.3,"Core Housing Need","Housing Standards"
"35537",2021-07-01,"2021","Below Adequacy Standard",28,"Core Housing Need","Housing Standards"
"35537",2021-07-01,"2021","Below Suitability Standard",18.8,"Core Housing Need","Housing Standards"
"35537",2021-07-01,"2021","Below One or More Housing Standards",39,"Core Housing Need","Housing Standards"
"35537",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"35537",2021-07-01,"2021","Total",11.6,"Core Housing Need","Housing Standards"
