"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"59905",2006-07-01,"2006","Below Affordability Standard",43.8,"Core Housing Need","Housing Standards"
"59905",2006-07-01,"2006","Below Adequacy Standard",9.9,"Core Housing Need","Housing Standards"
"59905",2006-07-01,"2006","Below Suitability Standard",17.9,"Core Housing Need","Housing Standards"
"59905",2006-07-01,"2006","Below One or More Housing Standards",30.4,"Core Housing Need","Housing Standards"
"59905",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"59905",2006-07-01,"2006","Total",8.8,"Core Housing Need","Housing Standards"
"59905",2011-07-01,"2011","Below Affordability Standard",49.5,"Core Housing Need","Housing Standards"
"59905",2011-07-01,"2011","Below Adequacy Standard",24.5,"Core Housing Need","Housing Standards"
"59905",2011-07-01,"2011","Below Suitability Standard",11.7,"Core Housing Need","Housing Standards"
"59905",2011-07-01,"2011","Below One or More Housing Standards",37.5,"Core Housing Need","Housing Standards"
"59905",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"59905",2011-07-01,"2011","Total",10.1,"Core Housing Need","Housing Standards"
"59905",2016-07-01,"2016","Below Affordability Standard",49.7,"Core Housing Need","Housing Standards"
"59905",2016-07-01,"2016","Below Adequacy Standard",26.2,"Core Housing Need","Housing Standards"
"59905",2016-07-01,"2016","Below Suitability Standard",14.3,"Core Housing Need","Housing Standards"
"59905",2016-07-01,"2016","Below One or More Housing Standards",39.6,"Core Housing Need","Housing Standards"
"59905",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"59905",2016-07-01,"2016","Total",9.2,"Core Housing Need","Housing Standards"
"59905",2021-07-01,"2021","Below Affordability Standard",47.8,"Core Housing Need","Housing Standards"
"59905",2021-07-01,"2021","Below Adequacy Standard",15.5,"Core Housing Need","Housing Standards"
"59905",2021-07-01,"2021","Below Suitability Standard",8.9,"Core Housing Need","Housing Standards"
"59905",2021-07-01,"2021","Below One or More Housing Standards",33.8,"Core Housing Need","Housing Standards"
"59905",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"59905",2021-07-01,"2021","Total",6.9,"Core Housing Need","Housing Standards"
