"GeoUID","Date","DateString","Households Tested For Core Housing Need","Value","Survey","Series"
"59952",2006-07-01,"2006","Below Affordability Standard",1230,"Core Housing Need","Housing Standards"
"59952",2006-07-01,"2006","Below Adequacy Standard",815,"Core Housing Need","Housing Standards"
"59952",2006-07-01,"2006","Below Suitability Standard",335,"Core Housing Need","Housing Standards"
"59952",2006-07-01,"2006","Below One or More Housing Standards",2090,"Core Housing Need","Housing Standards"
"59952",2006-07-01,"2006","Above Standards",6480,"Core Housing Need","Housing Standards"
"59952",2006-07-01,"2006","Total",8570,"Core Housing Need","Housing Standards"
"59952",2011-07-01,"2011","Below Affordability Standard",1420,"Core Housing Need","Housing Standards"
"59952",2011-07-01,"2011","Below Adequacy Standard",745,"Core Housing Need","Housing Standards"
"59952",2011-07-01,"2011","Below Suitability Standard",290,"Core Housing Need","Housing Standards"
"59952",2011-07-01,"2011","Below One or More Housing Standards",2165,"Core Housing Need","Housing Standards"
"59952",2011-07-01,"2011","Above Standards",6480,"Core Housing Need","Housing Standards"
"59952",2011-07-01,"2011","Total",8645,"Core Housing Need","Housing Standards"
"59952",2016-07-01,"2016","Below Affordability Standard",1280,"Core Housing Need","Housing Standards"
"59952",2016-07-01,"2016","Below Adequacy Standard",935,"Core Housing Need","Housing Standards"
"59952",2016-07-01,"2016","Below Suitability Standard",275,"Core Housing Need","Housing Standards"
"59952",2016-07-01,"2016","Below One or More Housing Standards",2255,"Core Housing Need","Housing Standards"
"59952",2016-07-01,"2016","Above Standards",7320,"Core Housing Need","Housing Standards"
"59952",2016-07-01,"2016","Total",9580,"Core Housing Need","Housing Standards"
"59952",2021-07-01,"2021","Below Affordability Standard",1165,"Core Housing Need","Housing Standards"
"59952",2021-07-01,"2021","Below Adequacy Standard",910,"Core Housing Need","Housing Standards"
"59952",2021-07-01,"2021","Below Suitability Standard",285,"Core Housing Need","Housing Standards"
"59952",2021-07-01,"2021","Below One or More Housing Standards",2170,"Core Housing Need","Housing Standards"
"59952",2021-07-01,"2021","Above Standards",7630,"Core Housing Need","Housing Standards"
"59952",2021-07-01,"2021","Total",9795,"Core Housing Need","Housing Standards"
