"GeoUID","Date","DateString","% of Households in Core Housing Need","Value","Survey","Series"
"35590",2006-07-01,"2006","Below Affordability Standard",53.1,"Core Housing Need","Housing Standards"
"35590",2006-07-01,"2006","Below Adequacy Standard",15.8,"Core Housing Need","Housing Standards"
"35590",2006-07-01,"2006","Below Suitability Standard",22.5,"Core Housing Need","Housing Standards"
"35590",2006-07-01,"2006","Below One or More Housing Standards",40.3,"Core Housing Need","Housing Standards"
"35590",2006-07-01,"2006","Above Standards",0,"Core Housing Need","Housing Standards"
"35590",2006-07-01,"2006","Total",10.1,"Core Housing Need","Housing Standards"
"35590",2011-07-01,"2011","Below Affordability Standard",53,"Core Housing Need","Housing Standards"
"35590",2011-07-01,"2011","Below Adequacy Standard",16.6,"Core Housing Need","Housing Standards"
"35590",2011-07-01,"2011","Below Suitability Standard",21.3,"Core Housing Need","Housing Standards"
"35590",2011-07-01,"2011","Below One or More Housing Standards",36.5,"Core Housing Need","Housing Standards"
"35590",2011-07-01,"2011","Above Standards",0,"Core Housing Need","Housing Standards"
"35590",2011-07-01,"2011","Total",9.6,"Core Housing Need","Housing Standards"
"35590",2016-07-01,"2016","Below Affordability Standard",50.6,"Core Housing Need","Housing Standards"
"35590",2016-07-01,"2016","Below Adequacy Standard",27.2,"Core Housing Need","Housing Standards"
"35590",2016-07-01,"2016","Below Suitability Standard",23.2,"Core Housing Need","Housing Standards"
"35590",2016-07-01,"2016","Below One or More Housing Standards",40.6,"Core Housing Need","Housing Standards"
"35590",2016-07-01,"2016","Above Standards",0,"Core Housing Need","Housing Standards"
"35590",2016-07-01,"2016","Total",10.4,"Core Housing Need","Housing Standards"
"35590",2021-07-01,"2021","Below Affordability Standard",42,"Core Housing Need","Housing Standards"
"35590",2021-07-01,"2021","Below Adequacy Standard",18.1,"Core Housing Need","Housing Standards"
"35590",2021-07-01,"2021","Below Suitability Standard",10,"Core Housing Need","Housing Standards"
"35590",2021-07-01,"2021","Below One or More Housing Standards",30.1,"Core Housing Need","Housing Standards"
"35590",2021-07-01,"2021","Above Standards",0,"Core Housing Need","Housing Standards"
"35590",2021-07-01,"2021","Total",6.8,"Core Housing Need","Housing Standards"
