"GeoUID","Date","DateString","Average","Value","Survey","Series"
"48828",2006-07-01,"2006","Single-Detached",600857,"Census","Dwelling value"
"48828",2006-07-01,"2006","Semi-Detached",470288,"Census","Dwelling value"
"48828",2006-07-01,"2006","Row",389730,"Census","Dwelling value"
"48828",2006-07-01,"2006","Duplex",371517,"Census","Dwelling value"
"48828",2006-07-01,"2006","Low-Rise Apt.",433832,"Census","Dwelling value"
"48828",2006-07-01,"2006","High-Rise Apt.",215287,"Census","Dwelling value"
"48828",2006-07-01,"2006","Other",288670,"Census","Dwelling value"
"48828",2006-07-01,"2006","Total",522646,"Census","Dwelling value"
"48828",2011-07-01,"2011","Single-Detached",770428,"Census","Dwelling value"
"48828",2011-07-01,"2011","Semi-Detached",720025,"Census","Dwelling value"
"48828",2011-07-01,"2011","Row",519226,"Census","Dwelling value"
"48828",2011-07-01,"2011","Duplex",745107,"Census","Dwelling value"
"48828",2011-07-01,"2011","Low-Rise Apt.",396946,"Census","Dwelling value"
"48828",2011-07-01,"2011","High-Rise Apt.",0,"Census","Dwelling value"
"48828",2011-07-01,"2011","Other",0,"Census","Dwelling value"
"48828",2011-07-01,"2011","Total",663516,"Census","Dwelling value"
"48828",2016-07-01,"2016","Single-Detached",917067,"Census","Dwelling value"
"48828",2016-07-01,"2016","Semi-Detached",770930,"Census","Dwelling value"
"48828",2016-07-01,"2016","Row",528641,"Census","Dwelling value"
"48828",2016-07-01,"2016","Duplex",706896,"Census","Dwelling value"
"48828",2016-07-01,"2016","Low-Rise Apt.",455615,"Census","Dwelling value"
"48828",2016-07-01,"2016","High-Rise Apt.",0,"Census","Dwelling value"
"48828",2016-07-01,"2016","Other",0,"Census","Dwelling value"
"48828",2016-07-01,"2016","Total",747824,"Census","Dwelling value"
"48828",2021-07-01,"2021","Single-Detached",1184000,"Census","Dwelling value"
"48828",2021-07-01,"2021","Semi-Detached",1072000,"Census","Dwelling value"
"48828",2021-07-01,"2021","Row",680000,"Census","Dwelling value"
"48828",2021-07-01,"2021","Duplex",960000,"Census","Dwelling value"
"48828",2021-07-01,"2021","Low-Rise Apt.",584000,"Census","Dwelling value"
"48828",2021-07-01,"2021","High-Rise Apt.",440000,"Census","Dwelling value"
"48828",2021-07-01,"2021","Other",NA,"Census","Dwelling value"
"48828",2021-07-01,"2021","Total",943000,"Census","Dwelling value"
