"GeoUID","Date","DateString","Average","Value","Survey","Series"
"59913",2006-07-01,"2006","Single-Detached",378795,"Census","Dwelling value"
"59913",2006-07-01,"2006","Semi-Detached",268890,"Census","Dwelling value"
"59913",2006-07-01,"2006","Row",207573,"Census","Dwelling value"
"59913",2006-07-01,"2006","Duplex",278174,"Census","Dwelling value"
"59913",2006-07-01,"2006","Low-Rise Apt.",191414,"Census","Dwelling value"
"59913",2006-07-01,"2006","High-Rise Apt.",338543,"Census","Dwelling value"
"59913",2006-07-01,"2006","Other",105080,"Census","Dwelling value"
"59913",2006-07-01,"2006","Total",323340,"Census","Dwelling value"
"59913",2011-07-01,"2011","Single-Detached",443322,"Census","Dwelling value"
"59913",2011-07-01,"2011","Semi-Detached",329277,"Census","Dwelling value"
"59913",2011-07-01,"2011","Row",261745,"Census","Dwelling value"
"59913",2011-07-01,"2011","Duplex",764340,"Census","Dwelling value"
"59913",2011-07-01,"2011","Low-Rise Apt.",257261,"Census","Dwelling value"
"59913",2011-07-01,"2011","High-Rise Apt.",341375,"Census","Dwelling value"
"59913",2011-07-01,"2011","Other",98547,"Census","Dwelling value"
"59913",2011-07-01,"2011","Total",388950,"Census","Dwelling value"
"59913",2016-07-01,"2016","Single-Detached",501934,"Census","Dwelling value"
"59913",2016-07-01,"2016","Semi-Detached",418981,"Census","Dwelling value"
"59913",2016-07-01,"2016","Row",258632,"Census","Dwelling value"
"59913",2016-07-01,"2016","Duplex",520968,"Census","Dwelling value"
"59913",2016-07-01,"2016","Low-Rise Apt.",226898,"Census","Dwelling value"
"59913",2016-07-01,"2016","High-Rise Apt.",374013,"Census","Dwelling value"
"59913",2016-07-01,"2016","Other",120333,"Census","Dwelling value"
"59913",2016-07-01,"2016","Total",417072,"Census","Dwelling value"
"59913",2021-07-01,"2021","Single-Detached",743000,"Census","Dwelling value"
"59913",2021-07-01,"2021","Semi-Detached",538000,"Census","Dwelling value"
"59913",2021-07-01,"2021","Row",405200,"Census","Dwelling value"
"59913",2021-07-01,"2021","Duplex",732000,"Census","Dwelling value"
"59913",2021-07-01,"2021","Low-Rise Apt.",358000,"Census","Dwelling value"
"59913",2021-07-01,"2021","High-Rise Apt.",494000,"Census","Dwelling value"
"59913",2021-07-01,"2021","Other",258000,"Census","Dwelling value"
"59913",2021-07-01,"2021","Total",610000,"Census","Dwelling value"
