"GeoUID","Date","DateString","Average","Value","Survey","Series"
"48831",2016-07-01,"2016","Single-Detached",440227,"Census","Dwelling value"
"48831",2016-07-01,"2016","Semi-Detached",360152,"Census","Dwelling value"
"48831",2016-07-01,"2016","Row",350154,"Census","Dwelling value"
"48831",2016-07-01,"2016","Duplex",347512,"Census","Dwelling value"
"48831",2016-07-01,"2016","Low-Rise Apt.",307022,"Census","Dwelling value"
"48831",2016-07-01,"2016","High-Rise Apt.",0,"Census","Dwelling value"
"48831",2016-07-01,"2016","Other",158426,"Census","Dwelling value"
"48831",2016-07-01,"2016","Total",418255,"Census","Dwelling value"
"48831",2021-07-01,"2021","Single-Detached",424000,"Census","Dwelling value"
"48831",2021-07-01,"2021","Semi-Detached",284000,"Census","Dwelling value"
"48831",2021-07-01,"2021","Row",268000,"Census","Dwelling value"
"48831",2021-07-01,"2021","Duplex",4e+05,"Census","Dwelling value"
"48831",2021-07-01,"2021","Low-Rise Apt.",228000,"Census","Dwelling value"
"48831",2021-07-01,"2021","High-Rise Apt.",NA,"Census","Dwelling value"
"48831",2021-07-01,"2021","Other",196000,"Census","Dwelling value"
"48831",2021-07-01,"2021","Total",397200,"Census","Dwelling value"
