"GeoUID","Date","DateString","Structure Size","Value","Survey","Series"
"59933",2018-07-01,"2018","100+ Units",144000,"Srms","Condo Universe"
"59933",2018-07-01,"2018","Total",240323,"Srms","Condo Universe"
"59933",2019-07-01,"2019","3-19 Units",7612,"Srms","Condo Universe"
"59933",2019-07-01,"2019","20-49 Units",37708,"Srms","Condo Universe"
"59933",2019-07-01,"2019","50-99 Units",53429,"Srms","Condo Universe"
"59933",2019-07-01,"2019","100+ Units",150716,"Srms","Condo Universe"
"59933",2019-07-01,"2019","Total",249465,"Srms","Condo Universe"
"59933",2020-07-01,"2020","3-19 Units",7783,"Srms","Condo Universe"
"59933",2020-07-01,"2020","20-49 Units",37477,"Srms","Condo Universe"
"59933",2020-07-01,"2020","50-99 Units",54358,"Srms","Condo Universe"
"59933",2020-07-01,"2020","100+ Units",161012,"Srms","Condo Universe"
"59933",2020-07-01,"2020","Total",260630,"Srms","Condo Universe"
"59933",2021-07-01,"2021","3-19 Units",7843,"Srms","Condo Universe"
"59933",2021-07-01,"2021","20-49 Units",38616,"Srms","Condo Universe"
"59933",2021-07-01,"2021","50-99 Units",56630,"Srms","Condo Universe"
"59933",2021-07-01,"2021","100+ Units",168644,"Srms","Condo Universe"
"59933",2021-07-01,"2021","Total",271733,"Srms","Condo Universe"
"59933",2022-07-01,"2022","3-19 Units",8012,"Srms","Condo Universe"
"59933",2022-07-01,"2022","20-49 Units",39396,"Srms","Condo Universe"
"59933",2022-07-01,"2022","50-99 Units",57811,"Srms","Condo Universe"
"59933",2022-07-01,"2022","100+ Units",182165,"Srms","Condo Universe"
"59933",2022-07-01,"2022","Total",287384,"Srms","Condo Universe"
"59933",2023-07-01,"2023","3-19 Units",8051,"Srms","Condo Universe"
"59933",2023-07-01,"2023","20-49 Units",39699,"Srms","Condo Universe"
"59933",2023-07-01,"2023","50-99 Units",58901,"Srms","Condo Universe"
"59933",2023-07-01,"2023","100+ Units",188889,"Srms","Condo Universe"
"59933",2023-07-01,"2023","Total",295540,"Srms","Condo Universe"
"59933",2024-07-01,"2024","3-19 Units",8100,"Srms","Condo Universe"
"59933",2024-07-01,"2024","20-49 Units",40243,"Srms","Condo Universe"
"59933",2024-07-01,"2024","50-99 Units",59210,"Srms","Condo Universe"
"59933",2024-07-01,"2024","100+ Units",197708,"Srms","Condo Universe"
"59933",2024-07-01,"2024","Total",305261,"Srms","Condo Universe"
"59933",2025-07-01,"2025","3-19 Units",8193,"Srms","Condo Universe"
"59933",2025-07-01,"2025","20-49 Units",40852,"Srms","Condo Universe"
"59933",2025-07-01,"2025","50-99 Units",60555,"Srms","Condo Universe"
"59933",2025-07-01,"2025","100+ Units",206869,"Srms","Condo Universe"
"59933",2025-07-01,"2025","Total",316469,"Srms","Condo Universe"
