"GeoUID","Date","DateString","Structure Size","Value","Survey","Series"
"47705",2007-07-01,"2007","3-19 Units",NA,"Srms","Condo Universe"
"47705",2007-07-01,"2007","20-49 Units",NA,"Srms","Condo Universe"
"47705",2007-07-01,"2007","50-99 Units",NA,"Srms","Condo Universe"
"47705",2007-07-01,"2007","100+ Units",NA,"Srms","Condo Universe"
"47705",2007-07-01,"2007","Total",NA,"Srms","Condo Universe"
"47705",2008-07-01,"2008","3-19 Units",314,"Srms","Condo Universe"
"47705",2008-07-01,"2008","20-49 Units",1141,"Srms","Condo Universe"
"47705",2008-07-01,"2008","50-99 Units",481,"Srms","Condo Universe"
"47705",2008-07-01,"2008","100+ Units",654,"Srms","Condo Universe"
"47705",2008-07-01,"2008","Total",2590,"Srms","Condo Universe"
"47705",2009-07-01,"2009","3-19 Units",280,"Srms","Condo Universe"
"47705",2009-07-01,"2009","20-49 Units",1285,"Srms","Condo Universe"
"47705",2009-07-01,"2009","50-99 Units",443,"Srms","Condo Universe"
"47705",2009-07-01,"2009","100+ Units",654,"Srms","Condo Universe"
"47705",2009-07-01,"2009","Total",2662,"Srms","Condo Universe"
"47705",2010-07-01,"2010","3-19 Units",292,"Srms","Condo Universe"
"47705",2010-07-01,"2010","20-49 Units",1461,"Srms","Condo Universe"
"47705",2010-07-01,"2010","50-99 Units",497,"Srms","Condo Universe"
"47705",2010-07-01,"2010","100+ Units",654,"Srms","Condo Universe"
"47705",2010-07-01,"2010","Total",2904,"Srms","Condo Universe"
"47705",2011-07-01,"2011","3-19 Units",415,"Srms","Condo Universe"
"47705",2011-07-01,"2011","20-49 Units",1842,"Srms","Condo Universe"
"47705",2011-07-01,"2011","50-99 Units",442,"Srms","Condo Universe"
"47705",2011-07-01,"2011","100+ Units",1164,"Srms","Condo Universe"
"47705",2011-07-01,"2011","Total",3863,"Srms","Condo Universe"
"47705",2012-07-01,"2012","3-19 Units",482,"Srms","Condo Universe"
"47705",2012-07-01,"2012","20-49 Units",2274,"Srms","Condo Universe"
"47705",2012-07-01,"2012","50-99 Units",860,"Srms","Condo Universe"
"47705",2012-07-01,"2012","100+ Units",1615,"Srms","Condo Universe"
