"GeoUID","Date","DateString","Structure Size","Value","Survey","Series"
"47705",2012-07-01,"2012","Total",5231,"Srms","Condo Universe"
"47705",2013-07-01,"2013","3-19 Units",531,"Srms","Condo Universe"
"47705",2013-07-01,"2013","20-49 Units",2289,"Srms","Condo Universe"
"47705",2013-07-01,"2013","50-99 Units",957,"Srms","Condo Universe"
"47705",2013-07-01,"2013","100+ Units",1839,"Srms","Condo Universe"
"47705",2013-07-01,"2013","Total",5616,"Srms","Condo Universe"
"47705",2014-07-01,"2014","3-19 Units",523,"Srms","Condo Universe"
"47705",2014-07-01,"2014","20-49 Units",2376,"Srms","Condo Universe"
"47705",2014-07-01,"2014","50-99 Units",1168,"Srms","Condo Universe"
"47705",2014-07-01,"2014","100+ Units",2337,"Srms","Condo Universe"
"47705",2014-07-01,"2014","Total",6404,"Srms","Condo Universe"
"47705",2015-07-01,"2015","3-19 Units",532,"Srms","Condo Universe"
"47705",2015-07-01,"2015","20-49 Units",2340,"Srms","Condo Universe"
"47705",2015-07-01,"2015","50-99 Units",1771,"Srms","Condo Universe"
"47705",2015-07-01,"2015","100+ Units",2265,"Srms","Condo Universe"
"47705",2015-07-01,"2015","Total",6908,"Srms","Condo Universe"
"47705",2016-07-01,"2016","3-19 Units",496,"Srms","Condo Universe"
"47705",2016-07-01,"2016","20-49 Units",2382,"Srms","Condo Universe"
"47705",2016-07-01,"2016","50-99 Units",1980,"Srms","Condo Universe"
"47705",2016-07-01,"2016","100+ Units",2365,"Srms","Condo Universe"
"47705",2016-07-01,"2016","Total",7223,"Srms","Condo Universe"
"47705",2017-07-01,"2017","3-19 Units",513,"Srms","Condo Universe"
"47705",2017-07-01,"2017","20-49 Units",2481,"Srms","Condo Universe"
"47705",2017-07-01,"2017","50-99 Units",1968,"Srms","Condo Universe"
"47705",2017-07-01,"2017","100+ Units",2449,"Srms","Condo Universe"
"47705",2017-07-01,"2017","Total",7411,"Srms","Condo Universe"
"47705",2018-07-01,"2018","3-19 Units",533,"Srms","Condo Universe"
"47705",2018-07-01,"2018","20-49 Units",2622,"Srms","Condo Universe"
"47705",2018-07-01,"2018","50-99 Units",1705,"Srms","Condo Universe"
"47705",2018-07-01,"2018","100+ Units",2551,"Srms","Condo Universe"
"47705",2018-07-01,"2018","Total",7411,"Srms","Condo Universe"
"47705",2019-07-01,"2019","3-19 Units",533,"Srms","Condo Universe"
"47705",2019-07-01,"2019","20-49 Units",2615,"Srms","Condo Universe"
"47705",2019-07-01,"2019","50-99 Units",1760,"Srms","Condo Universe"
"47705",2019-07-01,"2019","100+ Units",2597,"Srms","Condo Universe"
"47705",2019-07-01,"2019","Total",7505,"Srms","Condo Universe"
"47705",2020-07-01,"2020","3-19 Units",533,"Srms","Condo Universe"
"47705",2020-07-01,"2020","20-49 Units",2566,"Srms","Condo Universe"
"47705",2020-07-01,"2020","50-99 Units",1747,"Srms","Condo Universe"
"47705",2020-07-01,"2020","100+ Units",2684,"Srms","Condo Universe"
"47705",2020-07-01,"2020","Total",7530,"Srms","Condo Universe"
"47705",2021-07-01,"2021","3-19 Units",517,"Srms","Condo Universe"
"47705",2021-07-01,"2021","20-49 Units",2590,"Srms","Condo Universe"
"47705",2021-07-01,"2021","50-99 Units",1756,"Srms","Condo Universe"
"47705",2021-07-01,"2021","100+ Units",2686,"Srms","Condo Universe"
"47705",2021-07-01,"2021","Total",7549,"Srms","Condo Universe"
"47705",2022-07-01,"2022","3-19 Units",541,"Srms","Condo Universe"
"47705",2022-07-01,"2022","20-49 Units",2631,"Srms","Condo Universe"
"47705",2022-07-01,"2022","50-99 Units",1758,"Srms","Condo Universe"
"47705",2022-07-01,"2022","100+ Units",2684,"Srms","Condo Universe"
"47705",2022-07-01,"2022","Total",7614,"Srms","Condo Universe"
"47705",2023-07-01,"2023","3-19 Units",524,"Srms","Condo Universe"
"47705",2023-07-01,"2023","20-49 Units",2624,"Srms","Condo Universe"
"47705",2023-07-01,"2023","50-99 Units",1828,"Srms","Condo Universe"
"47705",2023-07-01,"2023","100+ Units",2684,"Srms","Condo Universe"
"47705",2023-07-01,"2023","Total",7660,"Srms","Condo Universe"
"47705",2024-07-01,"2024","3-19 Units",518,"Srms","Condo Universe"
"47705",2024-07-01,"2024","20-49 Units",2624,"Srms","Condo Universe"
"47705",2024-07-01,"2024","50-99 Units",1900,"Srms","Condo Universe"
"47705",2024-07-01,"2024","100+ Units",2652,"Srms","Condo Universe"
"47705",2024-07-01,"2024","Total",7694,"Srms","Condo Universe"
"47705",2025-07-01,"2025","3-19 Units",523,"Srms","Condo Universe"
"47705",2025-07-01,"2025","20-49 Units",2624,"Srms","Condo Universe"
"47705",2025-07-01,"2025","50-99 Units",1975,"Srms","Condo Universe"
"47705",2025-07-01,"2025","100+ Units",2727,"Srms","Condo Universe"
"47705",2025-07-01,"2025","Total",7849,"Srms","Condo Universe"
