"GeoUID","Date","DateString","Structure Size","Value","Survey","Series"
"35535",2007-07-01,"2007","3-19 Units",1144,"Srms","Condo Universe"
"35535",2007-07-01,"2007","20-49 Units",5147,"Srms","Condo Universe"
"35535",2007-07-01,"2007","50-99 Units",15885,"Srms","Condo Universe"
"35535",2007-07-01,"2007","100+ Units",195307,"Srms","Condo Universe"
"35535",2007-07-01,"2007","Total",217483,"Srms","Condo Universe"
"35535",2008-07-01,"2008","3-19 Units",1172,"Srms","Condo Universe"
"35535",2008-07-01,"2008","20-49 Units",5373,"Srms","Condo Universe"
"35535",2008-07-01,"2008","50-99 Units",16115,"Srms","Condo Universe"
"35535",2008-07-01,"2008","100+ Units",202878,"Srms","Condo Universe"
"35535",2008-07-01,"2008","Total",225538,"Srms","Condo Universe"
"35535",2009-07-01,"2009","3-19 Units",1255,"Srms","Condo Universe"
"35535",2009-07-01,"2009","20-49 Units",5901,"Srms","Condo Universe"
"35535",2009-07-01,"2009","50-99 Units",17317,"Srms","Condo Universe"
"35535",2009-07-01,"2009","100+ Units",221517,"Srms","Condo Universe"
"35535",2009-07-01,"2009","Total",245990,"Srms","Condo Universe"
"35535",2010-07-01,"2010","3-19 Units",1353,"Srms","Condo Universe"
"35535",2010-07-01,"2010","20-49 Units",6154,"Srms","Condo Universe"
"35535",2010-07-01,"2010","50-99 Units",18376,"Srms","Condo Universe"
"35535",2010-07-01,"2010","100+ Units",229959,"Srms","Condo Universe"
"35535",2010-07-01,"2010","Total",255842,"Srms","Condo Universe"
"35535",2011-07-01,"2011","3-19 Units",1480,"Srms","Condo Universe"
"35535",2011-07-01,"2011","20-49 Units",6733,"Srms","Condo Universe"
"35535",2011-07-01,"2011","50-99 Units",18762,"Srms","Condo Universe"
"35535",2011-07-01,"2011","100+ Units",242622,"Srms","Condo Universe"
"35535",2011-07-01,"2011","Total",269597,"Srms","Condo Universe"
"35535",2012-07-01,"2012","3-19 Units",1390,"Srms","Condo Universe"
"35535",2012-07-01,"2012","20-49 Units",6648,"Srms","Condo Universe"
"35535",2012-07-01,"2012","50-99 Units",19174,"Srms","Condo Universe"
"35535",2012-07-01,"2012","100+ Units",254233,"Srms","Condo Universe"
"35535",2012-07-01,"2012","Total",281445,"Srms","Condo Universe"
"35535",2013-07-01,"2013","3-19 Units",1325,"Srms","Condo Universe"
"35535",2013-07-01,"2013","20-49 Units",6760,"Srms","Condo Universe"
"35535",2013-07-01,"2013","50-99 Units",19905,"Srms","Condo Universe"
"35535",2013-07-01,"2013","100+ Units",267894,"Srms","Condo Universe"
"35535",2013-07-01,"2013","Total",295884,"Srms","Condo Universe"
"35535",2014-07-01,"2014","3-19 Units",1369,"Srms","Condo Universe"
"35535",2014-07-01,"2014","20-49 Units",6911,"Srms","Condo Universe"
"35535",2014-07-01,"2014","50-99 Units",20549,"Srms","Condo Universe"
"35535",2014-07-01,"2014","100+ Units",280535,"Srms","Condo Universe"
"35535",2014-07-01,"2014","Total",309364,"Srms","Condo Universe"
"35535",2015-07-01,"2015","3-19 Units",1550,"Srms","Condo Universe"
"35535",2015-07-01,"2015","20-49 Units",7117,"Srms","Condo Universe"
"35535",2015-07-01,"2015","50-99 Units",20861,"Srms","Condo Universe"
"35535",2015-07-01,"2015","100+ Units",309315,"Srms","Condo Universe"
"35535",2015-07-01,"2015","Total",338843,"Srms","Condo Universe"
"35535",2016-07-01,"2016","3-19 Units",1804,"Srms","Condo Universe"
"35535",2016-07-01,"2016","20-49 Units",7503,"Srms","Condo Universe"
"35535",2016-07-01,"2016","50-99 Units",22112,"Srms","Condo Universe"
"35535",2016-07-01,"2016","100+ Units",325966,"Srms","Condo Universe"
"35535",2016-07-01,"2016","Total",357385,"Srms","Condo Universe"
"35535",2017-07-01,"2017","3-19 Units",1868,"Srms","Condo Universe"
"35535",2017-07-01,"2017","20-49 Units",7783,"Srms","Condo Universe"
"35535",2017-07-01,"2017","50-99 Units",23491,"Srms","Condo Universe"
"35535",2017-07-01,"2017","100+ Units",340321,"Srms","Condo Universe"
"35535",2017-07-01,"2017","Total",373463,"Srms","Condo Universe"
"35535",2018-07-01,"2018","3-19 Units",1899,"Srms","Condo Universe"
"35535",2018-07-01,"2018","20-49 Units",8388,"Srms","Condo Universe"
"35535",2018-07-01,"2018","50-99 Units",24115,"Srms","Condo Universe"
"35535",2018-07-01,"2018","100+ Units",355469,"Srms","Condo Universe"
"35535",2018-07-01,"2018","Total",389871,"Srms","Condo Universe"
"35535",2019-07-01,"2019","3-19 Units",2039,"Srms","Condo Universe"
"35535",2019-07-01,"2019","20-49 Units",8549,"Srms","Condo Universe"
"35535",2019-07-01,"2019","50-99 Units",24522,"Srms","Condo Universe"
"35535",2019-07-01,"2019","100+ Units",371054,"Srms","Condo Universe"
"35535",2019-07-01,"2019","Total",406164,"Srms","Condo Universe"
"35535",2020-07-01,"2020","3-19 Units",1963,"Srms","Condo Universe"
"35535",2020-07-01,"2020","20-49 Units",8636,"Srms","Condo Universe"
"35535",2020-07-01,"2020","50-99 Units",24450,"Srms","Condo Universe"
"35535",2020-07-01,"2020","100+ Units",387061,"Srms","Condo Universe"
"35535",2020-07-01,"2020","Total",422110,"Srms","Condo Universe"
"35535",2021-07-01,"2021","3-19 Units",2142,"Srms","Condo Universe"
"35535",2021-07-01,"2021","20-49 Units",9001,"Srms","Condo Universe"
"35535",2021-07-01,"2021","50-99 Units",25290,"Srms","Condo Universe"
"35535",2021-07-01,"2021","100+ Units",407390,"Srms","Condo Universe"
"35535",2021-07-01,"2021","Total",443823,"Srms","Condo Universe"
"35535",2022-07-01,"2022","3-19 Units",1913,"Srms","Condo Universe"
"35535",2022-07-01,"2022","20-49 Units",9178,"Srms","Condo Universe"
"35535",2022-07-01,"2022","50-99 Units",25957,"Srms","Condo Universe"
"35535",2022-07-01,"2022","100+ Units",423290,"Srms","Condo Universe"
"35535",2022-07-01,"2022","Total",460338,"Srms","Condo Universe"
"35535",2023-07-01,"2023","3-19 Units",1921,"Srms","Condo Universe"
"35535",2023-07-01,"2023","20-49 Units",9301,"Srms","Condo Universe"
"35535",2023-07-01,"2023","50-99 Units",26613,"Srms","Condo Universe"
"35535",2023-07-01,"2023","100+ Units",439197,"Srms","Condo Universe"
"35535",2023-07-01,"2023","Total",477032,"Srms","Condo Universe"
"35535",2024-07-01,"2024","3-19 Units",1856,"Srms","Condo Universe"
"35535",2024-07-01,"2024","20-49 Units",9285,"Srms","Condo Universe"
"35535",2024-07-01,"2024","50-99 Units",27196,"Srms","Condo Universe"
"35535",2024-07-01,"2024","100+ Units",473543,"Srms","Condo Universe"
"35535",2024-07-01,"2024","Total",511880,"Srms","Condo Universe"
"35535",2025-07-01,"2025","3-19 Units",1958,"Srms","Condo Universe"
"35535",2025-07-01,"2025","20-49 Units",9494,"Srms","Condo Universe"
"35535",2025-07-01,"2025","50-99 Units",27323,"Srms","Condo Universe"
"35535",2025-07-01,"2025","100+ Units",492063,"Srms","Condo Universe"
"35535",2025-07-01,"2025","Total",530838,"Srms","Condo Universe"
